run_id,epoch_index,time_seconds,time_minutes,fault_magnitude_m,fault_active,fdir_detected,number_of_satellites,degrees_of_freedom,pdop,chi2_statistic,chi2_threshold,chi2_ratio,chi2_per_dof,residual_rms_m,residual_std_m,residual_mean_abs_m,residual_max_abs_m,residual_peak_to_peak_m,normalized_residual_rms,normalized_residual_max,residual_peak_over_rms,prior_position_correction_m,prior_clock_correction_m,chi2_ratio_mean_3,chi2_ratio_mean_6,chi2_ratio_mean_12,chi2_ratio_max_6,chi2_ratio_max_12,chi2_ratio_delta_1,residual_max_abs_m_mean_3,residual_max_abs_m_mean_6,residual_max_abs_m_mean_12,residual_max_abs_m_max_6,residual_max_abs_m_max_12,residual_max_abs_m_delta_1,prior_position_correction_m_mean_3,prior_position_correction_m_mean_6,prior_position_correction_m_mean_12,prior_position_correction_m_max_6,prior_position_correction_m_max_12,prior_position_correction_m_delta_1,temporal_features_valid,temporal_score,ai_raw_alarm,naive_or_alarm,hybrid_alarm,ai_confirmed,ai_vote_count
100,611,6110.0,101.83333333333333,0.0,0,0,5.0,1.0,1.8551999869703035,0.015224333860463105,6.6348966010212145,0.002294584946225061,0.015224333860463105,0.16554093436015635,0.16554093436015635,0.14417364075779915,0.24158700555562973,0.4742995910346508,0.05518031145338545,0.08052900185187657,1.459379255586567,21.39107524592531,14.141741007071687,0.22446848494872,0.336234197534028,0.199157109956881,0.8906259312904848,0.8906259312904848,-0.003003421895848892,1.5764147204657395,2.3350045420229435,1.6776313306763768,4.771255809813738,4.771255809813738,-0.12573423236608505,25.20540924770665,27.254120304380844,26.773069791467176,32.71370243096871,32.71370243096871,-9.11317348144144,1,0.5070176897557974,0,0,0,0,0
100,612,6120.0,102.0,0.0,0,0,5.0,1.0,1.8569139786556297,1.22587316550066,6.6348966010212145,0.1847614573695058,1.22587316550066,1.4854533644316095,1.4854533644316095,1.2946669526398182,2.166492957621813,4.251311894506216,0.49515112147720314,0.722164319207271,1.4584725508705518,23.94940769703963,12.858429708809126,0.06411801638593491,0.35399322451772974,0.21439146007788676,0.8906259312904848,0.8906259312904848,0.18246687242328075,0.9251337336997191,2.4603000755111375,1.8406806762019794,4.771255809813738,4.771255809813738,1.924905952066183,25.2815772234439,26.498707727816907,26.88057783096615,32.71370243096871,32.71370243096871,2.5583324511143175,1,0.5157646675252542,0,0,0,0,0
100,613,6130.0,102.16666666666667,0.0,0,0,5.0,1.0,1.8586281544208252,1.2250672481733385,6.6348966010212145,0.18463999092085043,1.2250672481733385,1.4849649984804385,1.4849649984804385,1.2951837591826916,2.1644269675016403,4.24513678625226,0.4949883328268128,0.7214756558338801,1.4575609322216307,33.27182718039583,18.435137751974253,0.12389867774552706,0.23632890112279073,0.22228674419753988,0.6658128630578611,0.8906259312904848,-0.00012146644865537737,1.5241689768930275,2.0258286017924547,1.902488666276137,4.120335917919874,4.771255809813738,-0.0020659901201725006,26.20410337445359,26.591728519388095,27.452454211616217,33.27182718039583,33.27182718039583,9.322419483356203,1,0.48116307631384564,0,0,0,0,0
100,614,6140.0,102.33333333333333,0.0,0,0,5.0,1.0,1.860342699704791,1.9803979198835218,6.6348966010212145,0.2984821074044632,1.9803979198835218,1.8880456180374297,1.8880456180374297,1.6479389853775501,2.7502126432955265,5.391313251107931,0.6293485393458099,0.9167375477651755,1.4566452298723032,30.679407498230695,11.106329781006934,0.22262785189827308,0.22354816842349656,0.24630925470190776,0.6658128630578611,0.8906259312904848,0.11384211648361275,2.3603775228063264,1.968396121636033,2.0889708533262215,4.120335917919874,4.771255809813738,0.5857856757938862,29.300214125222055,27.252811686464355,27.901470252813695,33.27182718039583,33.27182718039583,-2.5924196821651364,1,0.4775378556286748,0,0,0,0,0
100,615,6150.0,102.5,0.0,0,0,5.0,1.0,1.8620561226137464,0.034316222048348194,6.6348966010212145,0.005172080909756211,0.034316222048348194,0.24853410165815626,0.24853410165815626,0.21708286330103874,0.3617972582578659,0.7088749222457409,0.08284470055271875,0.1205990860859553,1.4557248113801957,28.111116194317887,9.391696786537068,0.1627647264116899,0.11344137139881244,0.2459156049841467,0.2984821074044632,0.8906259312904848,-0.29331002649470694,1.758812289685011,1.341973011692365,2.0771091816325984,2.7502126432955265,4.771255809813738,-2.3884153850376606,30.687450290981474,27.98451375721268,27.760810033693186,33.27182718039583,33.27182718039583,-2.568291303912808,1,0.47564972895553626,0,0,0,0,0
100,616,6160.0,102.66666666666667,0.0,0,0,5.0,1.0,1.863768253556533,0.02397342841937897,6.6348966010212145,0.0036132331611149877,0.02397342841937897,0.20773100672475966,0.20773100672475966,0.1815720945596695,0.3022070713341236,0.5918089188635349,0.06924366890825322,0.10073569044470787,1.4548000132428147,26.13084747215496,11.877606507554447,0.10242247382511142,0.1131605757853193,0.22891894359934548,0.2984821074044632,0.8906259312904848,-0.0015588477486412236,1.1380723242958386,1.331120650594433,1.909997424421211,2.7502126432955265,4.771255809813738,-0.059590186923742294,28.307123721567848,27.255613548010718,28.0116522584686,33.27182718039583,33.27182718039583,-1.9802687221629256,1,0.4552162518707574,0,0,0,0,0
100,617,6170.0,102.83333333333333,0.0,0,0,5.0,1.0,1.8654783335580998,0.24034552154391176,6.6348966010212145,0.03622445623446774,0.24034552154391176,0.6577400237016454,0.6577400237016454,0.5753173664212227,0.9562692120671272,1.8716562017798424,0.21924667456721514,0.31875640402237576,1.4538711004469698,21.396636218863655,12.177048201261641,0.015003256768446277,0.11881555433335973,0.22752487593369394,0.2984821074044632,0.8906259312904848,0.03261122307335275,0.540091180553039,1.4502343516796827,1.8926194468513131,2.7502126432955265,4.771255809813738,0.6540621407330036,25.2128666284455,27.25654037683378,27.255330340607312,33.27182718039583,33.27182718039583,-4.734211253291306,1,0.47100143878551604,0,0,0,0,0
100,618,6180.0,103.0,0.0,0,0,5.0,1.0,1.867186200284221,0.9097865734462123,6.6348966010212145,0.1371214395874959,0.9097865734462123,1.2796936477935577,1.2796936477935579,1.1201129905879497,1.8593155555427074,3.637177735567093,0.4265645492645192,0.6197718518475691,1.4529380205555693,21.20356839523182,13.658760262540454,0.058986376327692845,0.1108755513696914,0.23243438794371063,0.2984821074044632,0.8906259312904848,0.10089698335302816,1.0392639463146527,1.399038117999832,1.9296690967554848,2.7502126432955265,4.771255809813738,0.9030463434755802,22.91035069541681,26.79890049319914,26.648804110508024,33.27182718039583,33.27182718039583,-0.19306782363183572,1,0.46322358888986,0,0,0,0,0
100,619,6190.0,103.16666666666667,0.0,0,0,5.0,1.0,1.8688913869171533,0.06460033639855511,6.6348966010212145,0.00973644960625492,0.06460033639855511,0.34099942157927365,0.34099942157927365,0.2986820966005325,0.4951314404606819,0.9680413827300072,0.11366647385975788,0.16504381348689398,1.4520008220763991,25.13886118060104,11.175634757746593,0.061027448476072825,0.08172496115059216,0.15902693113669145,0.2984821074044632,0.6658128630578611,-0.12738498998124098,1.103572069356839,1.1208221968263388,1.5733253993093967,2.7502126432955265,4.120335917919874,-1.3641841150820255,22.57968859823217,25.443406159900007,26.01756733964405,30.679407498230695,33.27182718039583,3.935292785369221,1,0.42269520108025155,0,0,0,0,0
100,620,6200.0,103.33333333333333,0.0,0,0,5.0,1.0,1.8705925122141616,0.05777739162455521,6.6348966010212145,0.008708107314839295,0.05777739162455521,0.32248923226086074,0.32248923226086074,0.28266208842396734,0.46795112639665604,0.9143919013440609,0.10749641075362025,0.15598370879888535,1.4510596931128898,27.847814576565497,13.051900857426517,0.05185533216953,0.03342929446898817,0.12848873144624237,0.1371214395874959,0.6658128630578611,-0.0010283422914156258,0.9407993741333485,0.7404452773431937,1.3544206994896133,1.8593155555427074,4.120335917919874,-0.02718031406402588,24.730081384132784,24.971474006289146,26.112142846376745,28.111116194317887,33.27182718039583,2.708953395964457,1,0.44838825773747315,0,0,0,0,0
100,621,6210.0,103.5,0.0,0,0,5.0,1.0,1.872290175016696,1.3613416888826242,6.6348966010212145,0.20517903604904594,1.3613416888826242,1.565380158296611,1.5653801582966111,1.3729854300618172,2.269981101155281,4.433115050196648,0.5217933860988703,0.7566603670517603,1.4501149060336826,28.117377340085195,10.54496739210299,0.07454119765671335,0.06676378699220313,0.09010257919550779,0.20517903604904594,0.2984821074044632,0.19647092873420666,1.0776878893375397,1.0584759178260963,1.2002244647592306,2.269981101155281,2.7502126432955265,1.802029974758625,27.03468436575058,24.97251753058369,26.47851564389819,28.117377340085195,33.27182718039583,0.26956276351969777,1,0.46524125125004595,0,0,0,0,0
