scenario_id,scenario_index,altitude_km,inclination_deg,initial_true_anomaly_deg,semi_major_axis_km,orbital_period_min,number_of_orbits,epochs,mean_geometry_step_s,visible_satellites_min,visible_satellites_mean,visible_satellites_max,availability_ge4_percent,availability_ge6_percent,pdop_availability_percent,pdop_min,pdop_mean,pdop_p90,pdop_p95,pdop_max,longest_below4_s,longest_below6_s,longest_below4_min,longest_below6_min,geometry_failures
AURORA17_075,75,700.0,0.0,180.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.025252525252526,18,100.0,100.0,100.0,0.7360107687596906,1.1558271893942829,1.673583455928087,1.6779005234605793,1.6911946170945769,0.0,0.0,0.0,0.0,0
AURORA17_076,76,700.0,0.0,240.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.04040404040404,18,100.0,100.0,100.0,0.7365684529467197,1.1456463546393931,1.6846243495239028,1.6880793697409346,1.6933025383137013,0.0,0.0,0.0,0.0,0
AURORA17_077,77,700.0,0.0,300.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,13.97979797979798,18,100.0,100.0,100.0,0.7365866351470743,1.150169957348413,1.6653707094874037,1.6824809079452951,1.6913101707943425,0.0,0.0,0.0,0.0,0
AURORA17_078,78,700.0,30.0,0.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.469696969696969,17,100.0,100.0,100.0,0.7624756137438208,0.9509141773002487,1.1288211760956974,1.6174706757113122,1.6751895784985418,0.0,0.0,0.0,0.0,0
AURORA17_079,79,700.0,30.0,60.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.555555555555555,17,100.0,100.0,100.0,0.7624160572763334,0.9318217353945588,1.1093242914885832,1.135779777506506,1.6456268005259949,0.0,0.0,0.0,0.0,0
AURORA17_080,80,700.0,30.0,120.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.484848484848484,17,100.0,100.0,100.0,0.7610871478813666,0.9544290096775525,1.1188420421346055,1.6150512494862463,1.6687997214089665,0.0,0.0,0.0,0.0,0
AURORA17_081,81,700.0,30.0,180.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.43939393939394,17,100.0,100.0,100.0,0.7618215815841398,0.9541328807532599,1.1300788055673152,1.6198681271892155,1.6690235866759782,0.0,0.0,0.0,0.0,0
AURORA17_082,82,700.0,30.0,240.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.419191919191919,18,100.0,100.0,100.0,0.7378725236199732,0.9682292026162183,1.1315727312289185,1.6487275459424342,1.6923162685568758,0.0,0.0,0.0,0.0,0
AURORA17_083,83,700.0,30.0,300.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.494949494949495,17,100.0,100.0,100.0,0.7612875806119147,0.9534717282099773,1.11949221586291,1.6104339419120306,1.6731989118510668,0.0,0.0,0.0,0.0,0
AURORA17_084,84,700.0,60.0,0.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.436868686868687,17,100.0,100.0,100.0,0.7650019484987021,0.9192614669256354,1.013940052644936,1.1193469441394726,1.6727425553587176,0.0,0.0,0.0,0.0,0
AURORA17_085,85,700.0,60.0,60.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.434343434343434,18,100.0,100.0,100.0,0.7382446136971501,0.919355584623061,1.0097537712455882,1.126818388575602,1.6451668913935789,0.0,0.0,0.0,0.0,0
AURORA17_086,86,700.0,60.0,120.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.391414141414142,17,100.0,100.0,100.0,0.7622202533669584,0.9330972921000389,1.01236600525842,1.6143219479754587,1.6651376541140528,0.0,0.0,0.0,0.0,0
AURORA17_087,87,700.0,60.0,180.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.421717171717171,17,100.0,100.0,100.0,0.7641762062609074,0.9277331228411548,1.0777235472105082,1.1829097746412163,1.666738698885645,0.0,0.0,0.0,0.0,0
AURORA17_088,88,700.0,60.0,240.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.454545454545455,18,100.0,100.0,100.0,0.7378205210949762,0.9191014399251847,1.012084948329791,1.1280137646719388,1.691966948758961,0.0,0.0,0.0,0.0,0
AURORA17_089,89,700.0,60.0,300.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.409090909090908,17,100.0,100.0,100.0,0.7617509975651018,0.9335803303603424,1.053860398279229,1.6101010479792652,1.6705467786971893,0.0,0.0,0.0,0.0,0
AURORA17_090,90,700.0,75.0,0.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.353535353535353,17,100.0,100.0,100.0,0.7646779491488795,0.9306053789810396,1.0770017589951744,1.1801043648057525,1.6720497067607885,0.0,0.0,0.0,0.0,0
AURORA17_091,91,700.0,75.0,60.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.406565656565656,18,100.0,100.0,100.0,0.7382320296015855,0.9337882957050568,1.119967935606554,1.1956970263965947,1.6472932358362784,0.0,0.0,0.0,0.0,0
AURORA17_092,92,700.0,75.0,120.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.368686868686869,16,100.0,100.0,100.0,0.7912677144728026,0.9450847034031384,1.179721070832191,1.3086522968467746,1.664379351519047,0.0,0.0,0.0,0.0,0
AURORA17_093,93,700.0,75.0,180.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.363636363636363,17,100.0,100.0,100.0,0.7646237418467825,0.9338826208909208,1.1086527505355126,1.1865299328084715,1.6659617829314985,0.0,0.0,0.0,0.0,0
AURORA17_094,94,700.0,75.0,240.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.38888888888889,18,100.0,100.0,100.0,0.737791402268499,0.9358749942113906,1.1249360021007306,1.1898331805382085,1.6917728479312906,0.0,0.0,0.0,0.0,0
AURORA17_095,95,700.0,75.0,300.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.41161616161616,17,100.0,100.0,100.0,0.7665607298348662,0.9414994684075434,1.180452729012254,1.1997978517013808,1.6698504318544645,0.0,0.0,0.0,0.0,0
AURORA17_096,96,700.0,90.0,0.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.421717171717171,17,100.0,100.0,100.0,0.7655990388436894,0.9299630788273956,1.0788489138942157,1.1750489734152307,1.6711273503955093,0.0,0.0,0.0,0.0,0
AURORA17_097,97,700.0,90.0,60.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.441919191919192,18,100.0,100.0,100.0,0.7382096306338675,0.9342057689909725,1.1107891140521486,1.1703803941992503,1.6471886852258695,0.0,0.0,0.0,0.0,0
AURORA17_098,98,700.0,90.0,120.0,7078.137,98.77298451890735,2.0,396,30.006982638655398,12,14.537878787878787,17,100.0,100.0,100.0,0.7649461988008678,0.9273398530073625,1.0382018539976186,1.116151123373704,1.6634350282427466,0.0,0.0,0.0,0.0,0
