experiment_outage_duration_min,runs,sigma_start_mean_m,sigma_start_std_m,outage_start_error_mean_m,outage_rmse_mean_m,outage_rmse_std_m,outage_end_error_mean_m,outage_end_error_std_m,sigma_end_mean_m,sigma_end_std_m,post_recovery_rmse_mean_m,post_recovery_rmse_std_m,pdop_mean,visible_mean,navigation_nis_mean,attitude_outage_rmse_mean_deg
5.0,8,0.389586402164173,0.00010204520375349706,0.3385208007774767,0.39578532490408197,0.19216998737603339,0.4583091874162135,0.23164496099248522,0.5606908084961468,0.00016657284596781837,0.44651732821799733,0.10356014401723203,0.8251189249100497,14.024137931034485,3.051370441629991,0.0461691602458975
10.0,8,0.389586402164173,0.00010204520375349706,0.3385208007774767,0.48474008987909967,0.24226300129638534,0.6589873619899336,0.344295726796973,0.8066371212297134,0.000275739886957014,0.3723387469963343,0.08574861944312133,0.8251189249100497,14.039285714285716,3.0059642073649173,0.05368505291241744
15.0,8,0.389586402164173,0.00010204520375349706,0.3385208007774767,0.6114262037113088,0.317635299668015,0.9468898346896124,0.5298942267225828,1.1323877680687762,0.00042073117793780857,0.44641375878523026,0.11751211697513995,0.8251189249100497,14.028395061728396,3.017481135763784,0.06276970820239036
20.0,8,0.389586402164173,0.00010204520375349706,0.3385208007774767,0.7808902101130641,0.42756595992844754,1.3334292180183311,0.7910159669394901,1.5448102133041237,0.0005922508419988544,0.5225275818862345,0.13753160813894577,0.8251189249100497,14.037179487179488,3.035795362148895,0.07487688188927191
30.0,8,0.389586402164173,0.00010204520375349706,0.3385208007774767,1.257183220542455,0.7472955900670349,2.4023202726160395,1.5071894256266258,2.6292219681588076,0.001013765646898049,0.42299841314019027,0.09514153341092221,0.8251189249100497,13.9375,2.9828104781617686,0.08862584207407127
