fault_magnitude_m,fdir_pd_mean,fdir_pd_std,temporal_pd_mean,temporal_pd_std,hybrid_pd_mean,hybrid_pd_std,hybrid_minus_fdir_mean,hybrid_minus_fdir_ci95_lower,hybrid_minus_fdir_ci95_upper,fdir_episode_detection_rate,hybrid_episode_detection_rate,fdir_mean_latency_s,hybrid_mean_latency_s
5.0,1.0833333333333335,1.3545461681454152,1.5,2.2229530961845008,2.166666666666666,3.2036163775859365,1.0833333333333328,0.09424113073576912,2.0724255359308965,45.0,45.0,266.6666666666667,256.6666666666667
10.0,1.6666666666666667,1.2091270835166863,2.4166666666666665,2.4468024246479643,2.9999999999999996,2.9419331671936257,1.3333333333333335,0.24188636014443543,2.4247803065222318,75.0,75.0,299.3333333333333,299.3333333333333
20.0,4.166666666666667,2.564945880212885,10.833333333333332,6.998328956767787,11.583333333333332,7.142554296002587,7.416666666666667,4.805287150967153,10.02804618236618,85.0,90.0,81.17647058823529,107.77777777777777
50.0,27.0,5.146962994832528,79.33333333333333,14.392168110607122,83.91666666666666,13.75724158057976,56.916666666666664,51.30166280692431,62.531670526409016,100.0,100.0,0.0,0.0
