metric,mean,std,ci95_lower,ci95_upper
fdir_pd,33.41341955113248,27.9364304619666,26.435106850450065,40.39173225181489
temporal_ai_pd,60.454016848744914,34.9895688863753,51.71388258987416,69.19415110761567
hybrid_pd,62.657258182733095,34.66392598966664,53.99846709922194,71.31604926624425
hybrid_minus_fdir_pd,29.243838631600624,22.09889485706104,23.723698939379602,34.76397832382165
temporal_ai_pfa,2.075559701492537,2.674129353233831,1.4075820636785457,2.7435373393065285
hybrid_pfa,2.4720149253731343,2.8514110295106425,1.7597536424153941,3.1842762083308744
