geometry_name,source_scenario_id,replicate_index,scenario_seed,altitude_km,inclination_deg,initial_true_anomaly_deg,time_sync_error_s,natural_visible_satellites_min,natural_visible_satellites_mean,strong_detection_rate,strong_isolation_rate,low_detection_rate,false_alarm_rate,attitude_rmse_deg,permissive_mission_rmse,permissive_mission_max,permissive_final_error,permissive_final_sigma,permissive_strong_fault_rmse,permissive_gnss_outage_rmse,permissive_star_tracker_outage_rmse,permissive_low_redundancy_rmse,permissive_post_low_rmse,permissive_dual_outage_rmse,permissive_post_dual_rmse,permissive_nis_mean,permissive_nis_coverage,permissive_updates,protected_mission_rmse,protected_mission_max,protected_final_error,protected_final_sigma,protected_strong_fault_rmse,protected_gnss_outage_rmse,protected_star_tracker_outage_rmse,protected_low_redundancy_rmse,protected_post_low_rmse,protected_dual_outage_rmse,protected_post_dual_rmse,protected_nis_mean,protected_nis_coverage,protected_updates,gain_mission_rmse_m,gain_low_rmse_m,gain_dual_rmse_m
BEST_MEAN_PDOP,AURORA17_088,5,170205,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,1.1666666666666667,0.041292239720276236,0.9652273696371368,4.055026443542781,0.24046330213934924,0.28051139998576324,0.5242174834504203,2.4439296709422544,0.4760614249706514,0.7361857819446028,0.3901711709603622,0.30515802972145567,0.3560369096942521,2.892168089439213,95.90288315629742,659,0.9652273696371368,4.055026443542781,0.24046330213934924,0.28051139998576324,0.5242174834504203,2.4439296709422544,0.4760614249706514,0.7361857819446028,0.3901711709603622,0.30515802972145567,0.3560369096942521,2.892168089439213,95.90288315629742,659,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,5,170205,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.0,0.0412776109676548,0.5281206336604933,1.919916235477025,0.2969883369161737,0.29290736044998994,0.6663214133407704,0.8018231641123738,0.4958253820371318,0.5152902001937857,0.20674278052728345,0.18754708565723052,0.2478546773534219,2.898438854508428,95.0,660,0.5281206336604933,1.919916235477025,0.2969883369161737,0.29290736044998994,0.6663214133407704,0.8018231641123738,0.4958253820371318,0.5152902001937857,0.20674278052728345,0.18754708565723052,0.2478546773534219,2.898438854508428,95.0,660,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,5,170205,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,31.666666666666664,1.5,0.04127622991152133,2.885112588507881,13.230020635450122,0.5870741775252079,0.2877079003662521,0.4573246645619134,0.8213063566728848,0.5446664469928718,8.164830865891513,5.48399051247462,3.0195347791401104,1.7157385001345515,14.236558950786174,84.73609129814551,701,0.49065580239480094,1.6538478067301259,0.12752917437260308,0.28793699729669353,0.4573246645619134,0.8213063566728848,0.5446664469928718,0.0897386061177188,0.1049086352934952,0.13142326163733783,0.25147646939335006,2.971080375402782,95.75757575757575,660,2.39445678611308,8.075092259773795,2.8881115175027725
WORST_PDOP_P95,AURORA17_004,5,170205,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.0,0.04126357865253647,0.8071786875989397,2.2150546176509955,0.229232090421499,0.28898771029362474,0.6552099697060583,1.08946567754575,0.22347988410707476,0.9627501542595457,0.7384024253786169,0.7080408833642087,0.31571249614145697,3.0595847611459894,95.0,660,0.8071786875989397,2.2150546176509955,0.229232090421499,0.28898771029362474,0.6552099697060583,1.08946567754575,0.22347988410707476,0.9627501542595457,0.7384024253786169,0.7080408833642087,0.31571249614145697,3.0595847611459894,95.0,660,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,6,170206,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,1.0,0.036910966756543095,0.46922297182989314,1.5320114625609873,0.4226163171741019,0.2806615599417032,0.6034073906025783,0.932475106626994,0.4168595143887052,0.28414390280301843,0.2766294361487487,0.3511938652583134,0.3117632226284665,3.089694679133593,95.44072948328267,658,0.46922297182989314,1.5320114625609873,0.4226163171741019,0.2806615599417032,0.6034073906025783,0.932475106626994,0.4168595143887052,0.28414390280301843,0.2766294361487487,0.3511938652583134,0.3117632226284665,3.089694679133593,95.44072948328267,658,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,6,170206,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.1666666666666667,0.03689595431009803,0.48344519094042576,1.545938206232125,0.18848083027957122,0.2928461114121131,0.9617446838244345,0.42586333825294526,0.4770055856787687,0.29564539588328753,0.1494663641287395,0.19960289654527905,0.31464327633566536,3.1619770422368925,93.77845220030349,659,0.48344519094042576,1.545938206232125,0.18848083027957122,0.2928461114121131,0.9617446838244345,0.42586333825294526,0.4770055856787687,0.29564539588328753,0.1494663641287395,0.19960289654527905,0.31464327633566536,3.1619770422368925,93.77845220030349,659,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,6,170206,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,23.333333333333332,0.6666666666666667,0.036908865320824574,3.3859604622226627,15.163702243588173,1.0604230688703629,0.2903895082971192,0.48336830822873184,0.910083564110556,0.5368926264451193,9.54022243038893,6.595555676059295,3.5301819413137494,2.011552532054485,15.975990760890914,84.51704545454545,704,0.5323102242432697,1.5833316387725656,0.3182632791813173,0.2906494927353642,0.48336830822873184,0.910083564110556,0.5368926264451193,0.44181762469438546,0.5092641424021521,0.20940043384384416,0.2775878248189371,2.9484842082506004,95.74468085106383,658,2.853650237979393,9.098404805694544,3.3207815074699054
WORST_PDOP_P95,AURORA17_004,6,170206,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.1666666666666667,0.036860614175728314,0.556515174794612,1.754107140348953,0.12288109339142816,0.2889527819100445,0.7028493123629158,1.0793912073307852,0.2558484887861015,0.27327883174285444,0.3648290756248888,0.2848771734974086,0.33667578774412027,2.7389421468614725,95.73820395738204,657,0.556515174794612,1.754107140348953,0.12288109339142816,0.2889527819100445,0.7028493123629158,1.0793912073307852,0.2558484887861015,0.27327883174285444,0.3648290756248888,0.2848771734974086,0.33667578774412027,2.7389421468614725,95.73820395738204,657,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,7,170207,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,0.6666666666666667,0.02859576869869962,0.7647971949071525,3.061743790308249,0.1539926917897068,0.2806319261318854,0.6137475577487244,1.9675089317893262,0.5461222655202865,0.35717160519474855,0.18406246556271505,0.13421262560699207,0.2513083514154004,3.1477053943232574,95.0,660,0.7647971949071525,3.061743790308249,0.1539926917897068,0.2806319261318854,0.6137475577487244,1.9675089317893262,0.5461222655202865,0.35717160519474855,0.18406246556271505,0.13421262560699207,0.2513083514154004,3.1477053943232574,95.0,660,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,7,170207,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,0.16666666666666669,0.028604405842491056,0.4865246109192106,1.9106161074946897,0.6104423463107507,0.2927696510873912,0.46729310793783724,0.43392382998358825,0.2770571188358245,0.586521905865762,0.37475468250342714,0.4150512147297334,0.49690802380074334,2.9561762301654615,95.0,660,0.4865246109192106,1.9106161074946897,0.6104423463107507,0.2927696510873912,0.46729310793783724,0.43392382998358825,0.2770571188358245,0.586521905865762,0.37475468250342714,0.4150512147297334,0.49690802380074334,2.9561762301654615,95.0,660,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,7,170207,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,33.33333333333333,1.1666666666666667,0.028610685157536012,2.7965373623436163,13.24741808133484,0.5046525610150167,0.28763404088883265,0.9159491890180016,0.4315126895348538,0.568177724979523,8.064482090218311,5.430411330434642,2.4980707052183018,1.4782301435752276,14.18239007205663,85.0,700,0.5648228908889531,1.4012660683845821,0.2280000870027035,0.28786561172811886,0.9159491890180016,0.4315126895348538,0.568177724979523,0.4931691194971158,0.4916538004088775,0.5171701003366258,0.26951053974379496,2.807732085808182,95.9090909090909,660,2.231714471454663,7.571312970721195,1.980900604881676
WORST_PDOP_P95,AURORA17_004,7,170207,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,0.6666666666666667,0.028587385129872564,0.6165952144389096,2.0755780074893058,0.4097233502710441,0.2894218181981353,0.5658135368778181,1.319188121929172,0.5809027123060155,0.13582933122685553,0.3121758039578076,0.2912928213779306,0.5906053416590734,3.015980350766034,93.78787878787878,660,0.6165952144389096,2.0755780074893058,0.4097233502710441,0.2894218181981353,0.5658135368778181,1.319188121929172,0.5809027123060155,0.13582933122685553,0.3121758039578076,0.2912928213779306,0.5906053416590734,3.015980350766034,93.78787878787878,660,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,8,170208,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,0.5,0.03397971959591917,0.4721613067645139,1.6467551296703034,0.21036932994985252,0.28045048801360656,0.6125196601224017,0.504842841826427,0.2519110823463657,0.21768542666713814,0.2909852448796121,0.6801640586370669,0.6279585194351855,2.781891998298184,95.3030303030303,660,0.4721613067645139,1.6467551296703034,0.21036932994985252,0.28045048801360656,0.6125196601224017,0.504842841826427,0.2519110823463657,0.21768542666713814,0.2909852448796121,0.6801640586370669,0.6279585194351855,2.781891998298184,95.3030303030303,660,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,8,170208,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,0.8333333333333334,0.03396279347988066,0.5669578153644611,2.0258287124244903,0.09547912222703374,0.2927906298327347,0.37530933429479085,1.2554748014187462,0.34206837285417463,0.457938083369971,0.3867474555358254,0.5288342516740855,0.23586808498158898,2.797635253798242,96.96969696969697,660,0.5669578153644611,2.0258287124244903,0.09547912222703374,0.2927906298327347,0.37530933429479085,1.2554748014187462,0.34206837285417463,0.457938083369971,0.3867474555358254,0.5288342516740855,0.23586808498158898,2.797635253798242,96.96969696969697,660,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,8,170208,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,35.0,0.8333333333333334,0.033969470980057655,2.8471492927223188,13.060871213554474,0.9680612719700686,0.2876645531060876,0.4372071477778301,0.8019721588889847,0.36396649470837633,7.8534362267125655,5.353615603072852,3.451024050925383,1.685214255965929,13.966710870559083,85.24355300859598,698,0.4950053825855772,1.3791090926771135,0.31498036011695596,0.287894798683821,0.4372071477778301,0.8019721588889847,0.36396649470837633,0.18827371323261058,0.3867611241302363,0.675760902626627,0.17477968612901917,2.845729644673977,95.44764795144158,659,2.3521439101367414,7.665162513479955,2.7752631482987558
WORST_PDOP_P95,AURORA17_004,8,170208,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,0.8333333333333334,0.03395415659491509,0.8177630291206642,2.2898995833479665,0.19319027998670069,0.28894188183613273,1.3792447970667987,1.123698552473075,0.4585122843722461,0.35866183919267947,0.2791686841174901,0.8047522832645981,0.367983022709329,3.015935467959024,96.21212121212122,660,0.8177630291206642,2.2898995833479665,0.19319027998670069,0.28894188183613273,1.3792447970667987,1.123698552473075,0.4585122843722461,0.35866183919267947,0.2791686841174901,0.8047522832645981,0.367983022709329,3.015935467959024,96.21212121212122,660,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,9,170209,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,0.8333333333333334,0.03240628459391759,0.5198769349589458,1.414944657737948,0.20130741753021766,0.28057745534617295,0.6807970329697496,0.8043181580463266,0.4443523469333697,0.5438427427571896,0.1697443696276263,0.1593438677809103,0.27907439995124705,2.9110740303883595,94.54545454545455,660,0.5198769349589458,1.414944657737948,0.20130741753021766,0.28057745534617295,0.6807970329697496,0.8043181580463266,0.4443523469333697,0.5438427427571896,0.1697443696276263,0.1593438677809103,0.27907439995124705,2.9110740303883595,94.54545454545455,660,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,9,170209,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.3333333333333335,0.032394246320997584,0.5251136669029208,2.2260193146861833,0.20260068204430368,0.2929534026652177,0.6062839571904018,0.8154284789518099,0.5934945476457305,0.387997053054579,0.5580030478461829,0.1854632368530299,0.2358207621050051,3.0642233843904774,94.38543247344461,659,0.5251136669029208,2.2260193146861833,0.20260068204430368,0.2929534026652177,0.6062839571904018,0.8154284789518099,0.5934945476457305,0.387997053054579,0.5580030478461829,0.1854632368530299,0.2358207621050051,3.0642233843904774,94.38543247344461,659,0.0,0.0,0.0
