geometry_name,source_scenario_id,replicate_index,scenario_seed,altitude_km,inclination_deg,initial_true_anomaly_deg,time_sync_error_s,natural_visible_satellites_min,natural_visible_satellites_mean,strong_detection_rate,strong_isolation_rate,low_detection_rate,false_alarm_rate,attitude_rmse_deg,permissive_mission_rmse,permissive_mission_max,permissive_final_error,permissive_final_sigma,permissive_strong_fault_rmse,permissive_gnss_outage_rmse,permissive_star_tracker_outage_rmse,permissive_low_redundancy_rmse,permissive_post_low_rmse,permissive_dual_outage_rmse,permissive_post_dual_rmse,permissive_nis_mean,permissive_nis_coverage,permissive_updates,protected_mission_rmse,protected_mission_max,protected_final_error,protected_final_sigma,protected_strong_fault_rmse,protected_gnss_outage_rmse,protected_star_tracker_outage_rmse,protected_low_redundancy_rmse,protected_post_low_rmse,protected_dual_outage_rmse,protected_post_dual_rmse,protected_nis_mean,protected_nis_coverage,protected_updates,gain_mission_rmse_m,gain_low_rmse_m,gain_dual_rmse_m
REFERENCE_AURORA,ORIGINAL_REFERENCE,9,170209,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,16.666666666666664,1.1666666666666667,0.032394458794273384,3.2673788124075025,14.549453070961142,0.6339991930152625,0.28781072419424253,0.7377651528840145,0.7347908836939581,0.3702882529117603,9.182519800417856,6.140001152879326,3.761738817308038,1.9233279101359748,16.35513637980347,83.09859154929578,710,0.47272770113346185,1.5548165964050173,0.24078340468701195,0.2881034140016302,0.7377651528840145,0.7347908836939581,0.3702882529117603,0.09499177277295877,0.3991901247342507,0.4178423914123013,0.2597164550550272,2.8880945796588735,95.75757575757575,660,2.7946511112740406,9.087528027644897,3.3438964258957364
WORST_PDOP_P95,AURORA17_004,9,170209,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.1666666666666667,0.03237681566342055,0.6228312660187697,1.7126025037041859,0.35231855540090895,0.2891487525503719,0.6228375388444772,0.9007971992932853,0.5756844794937283,0.46754803569664666,0.3281644099312459,0.3077701964870848,0.39063983598131935,3.019841464515429,94.84066767830045,659,0.6228312660187697,1.7126025037041859,0.35231855540090895,0.2891487525503719,0.6228375388444772,0.9007971992932853,0.5756844794937283,0.46754803569664666,0.3281644099312459,0.3077701964870848,0.39063983598131935,3.019841464515429,94.84066767830045,659,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,10,170210,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,1.1666666666666667,0.02947320229353415,0.48465682086654965,1.268501812264872,0.35685547063038314,0.2804977415023864,0.5850762872329578,0.7824240764149462,0.39519432439513147,0.3996584057174683,0.31564344098206076,0.3928033694557344,0.37704672799155653,2.9838240401483365,94.37689969604864,658,0.48465682086654965,1.268501812264872,0.35685547063038314,0.2804977415023864,0.5850762872329578,0.7824240764149462,0.39519432439513147,0.3996584057174683,0.31564344098206076,0.3928033694557344,0.37704672799155653,2.9838240401483365,94.37689969604864,658,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,10,170210,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.6666666666666667,0.029474460173534917,0.4709369192984638,2.596494325398112,0.12181618624846528,0.29296940029696783,0.4761639203015546,0.41030137781296594,0.314510619381916,0.5349942890963307,0.35199617679388956,0.07326856208185013,0.14702064969391293,3.031295894271092,93.63636363636364,660,0.4709369192984638,2.596494325398112,0.12181618624846528,0.29296940029696783,0.4761639203015546,0.41030137781296594,0.314510619381916,0.5349942890963307,0.35199617679388956,0.07326856208185013,0.14702064969391293,3.031295894271092,93.63636363636364,660,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,10,170210,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,25.0,1.1666666666666667,0.0294818512706233,3.124301379537538,14.224779258392266,0.5589110184118204,0.2876613644179867,0.5586830223910264,0.9633320827090551,0.37370475479834664,8.745441711476204,6.138390425789623,3.223267548766199,1.9487733041088282,15.977067532467919,82.95454545454545,704,0.5106408298183657,1.5371168835499223,0.17557559291184574,0.2879198921003033,0.5586830223910264,0.9633320827090551,0.37370475479834664,0.21687951898400865,0.21985267936214037,0.41559807432039014,0.29406239808684764,3.1377579865863043,93.62670713201821,659,2.6136605497191723,8.528562192492195,2.807669474445809
WORST_PDOP_P95,AURORA17_004,10,170210,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.5,0.029461472642882607,0.5426534614413285,2.2920226775629957,0.3412940297659969,0.28980241519599237,0.8433086057116336,0.516384645875694,0.420971176805633,0.3042152297108664,0.3199093052755905,0.35014500761692063,0.3185220963633158,3.1641523198156762,93.93019726858877,659,0.5426534614413285,2.2920226775629957,0.3412940297659969,0.28980241519599237,0.8433086057116336,0.516384645875694,0.420971176805633,0.3042152297108664,0.3199093052755905,0.35014500761692063,0.3185220963633158,3.1641523198156762,93.93019726858877,659,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,11,170211,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,1.3333333333333335,0.0343256172940987,0.6349192023475022,1.5961453212014276,0.18470215260205786,0.2805615979760048,0.7309481659576602,0.9015100660950962,0.28627085133467056,0.5609668681115962,0.4935190428495855,0.8120939508813466,0.4550888792135265,3.18854803435361,94.38543247344461,659,0.6349192023475022,1.5961453212014276,0.18470215260205786,0.2805615979760048,0.7309481659576602,0.9015100660950962,0.28627085133467056,0.5609668681115962,0.4935190428495855,0.8120939508813466,0.4550888792135265,3.18854803435361,94.38543247344461,659,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,11,170211,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.8333333333333333,0.03430803138295974,0.5780652357217969,1.965365801308043,0.36833045511934176,0.29288481413434647,0.685200316960547,1.1527062005816853,0.3646699322038617,0.07450376273732133,0.1791324472163558,0.3696572936681443,0.3559960728835126,3.078253940078792,94.24242424242424,660,0.5780652357217969,1.965365801308043,0.36833045511934176,0.29288481413434647,0.685200316960547,1.1527062005816853,0.3646699322038617,0.07450376273732133,0.1791324472163558,0.3696572936681443,0.3559960728835126,3.078253940078792,94.24242424242424,660,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,11,170211,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,23.333333333333332,1.6666666666666667,0.03431151732735059,3.351729626242653,14.858969853619714,0.7818945992806359,0.287666920547276,0.5255538251427543,1.405258630882866,0.25990648340616157,9.485513132982787,6.440224742790896,3.4070858785971345,1.9002355415248164,15.963646735231675,82.8125,704,0.6806897448835095,2.579745054517414,0.2882452586492563,0.28793538474870745,0.5255538251427543,1.405258630882866,0.25990648340616157,0.9826699088689757,0.5237818812299281,0.3651763896394721,0.35037661583098245,3.1177659143946173,94.22492401215806,658,2.6710398813591434,8.50284322411381,3.0419094889576623
WORST_PDOP_P95,AURORA17_004,11,170211,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.6666666666666667,0.03432104952959402,0.6158051578395641,2.193239872843182,0.3631701769095139,0.2890373242182969,0.9096085594713337,0.7792207008274419,0.4133016521867237,0.1735938639194343,0.17898768412004762,0.1788270757125085,0.3803281042948719,3.000830865760618,96.21212121212122,660,0.6158051578395641,2.193239872843182,0.3631701769095139,0.2890373242182969,0.9096085594713337,0.7792207008274419,0.4133016521867237,0.1735938639194343,0.17898768412004762,0.1788270757125085,0.3803281042948719,3.000830865760618,96.21212121212122,660,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,12,170212,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,1.0,0.04306936569444323,0.4342751461975701,1.7919718763208525,0.16812054619692693,0.2805088069385607,0.8522065288274051,0.7438328528447434,0.3806012341892297,0.20546936370017252,0.1691354539889153,0.246921530394401,0.18003247011432033,3.1791776863460752,91.78082191780823,657,0.4342751461975701,1.7919718763208525,0.16812054619692693,0.2805088069385607,0.8522065288274051,0.7438328528447434,0.3806012341892297,0.20546936370017252,0.1691354539889153,0.246921530394401,0.18003247011432033,3.1791776863460752,91.78082191780823,657,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,12,170212,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,98.33333333333333,0.6666666666666667,0.04306721257992939,0.5597544091259241,1.4357321879922325,0.2572779588991492,0.2928238987480984,0.5480733793380828,0.8634774088739684,0.577934034029043,0.4905906624998835,0.48118621696892155,0.3638140834266387,0.42127401049114116,3.3693132054433494,93.47496206373293,659,0.5513583338165875,1.4357321879922325,0.24286788199572099,0.2928307515126239,0.5480733793380828,0.8634774088739684,0.577934034029043,0.325642806481216,0.4237783416150936,0.4038526712197735,0.432475124018391,3.0164843682731237,93.61702127659575,658,0.008396075309336615,0.16494785601866746,-0.040038587793134794
REFERENCE_AURORA,ORIGINAL_REFERENCE,12,170212,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,33.33333333333333,1.1666666666666667,0.04306001419245904,2.9724610737508494,13.602221291520422,0.5212276613802553,0.2876457790604704,1.108169908581734,1.588821537951802,0.26820937526834415,8.558552832125585,5.5073791216573955,2.7933451788668235,1.4613245379057926,14.134280284982161,85.83690987124464,699,0.6957790896636636,2.594792620229351,0.1210481280415943,0.28787210500062144,1.108169908581734,1.588821537951802,0.26820937526834415,0.5017124715143789,0.146541483783402,0.2411805510343926,0.18769766742975247,2.8420529490124027,95.90288315629742,659,2.276681984087186,8.056840360611206,2.552164627832431
WORST_PDOP_P95,AURORA17_004,12,170212,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.1666666666666667,0.04310117219790857,0.7196347858402193,3.3261622375462307,0.3273782556181631,0.28918284898075924,0.5226369299103683,1.5011785067753032,0.7744362954611351,0.35438934525222987,0.3523584892476035,0.3938204395390994,0.36938910311304224,2.933657569170581,95.44764795144158,659,0.7196347858402193,3.3261622375462307,0.3273782556181631,0.28918284898075924,0.5226369299103683,1.5011785067753032,0.7744362954611351,0.35438934525222987,0.3523584892476035,0.3938204395390994,0.36938910311304224,2.933657569170581,95.44764795144158,659,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,13,170213,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,1.3333333333333335,0.03944587384748346,0.4272986460164364,1.5143966156132473,0.3988222466450956,0.2806326256640472,0.6771377893709425,0.35710940179814943,0.593142155123936,0.11937222791930506,0.2002059920438314,0.32771953487635336,0.5020237472781592,3.0741294579735063,94.23368740515933,659,0.4272986460164364,1.5143966156132473,0.3988222466450956,0.2806326256640472,0.6771377893709425,0.35710940179814943,0.593142155123936,0.11937222791930506,0.2002059920438314,0.32771953487635336,0.5020237472781592,3.0741294579735063,94.23368740515933,659,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,13,170213,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,96.66666666666667,1.0,0.03943308269734027,0.6120324397742872,1.51391028329344,0.26924376390312144,0.29310984892733805,0.38890277750728924,0.5710019654925002,0.7281588314715295,0.3609134999884436,0.22019115573728654,0.38875748033166196,0.37657271882317506,3.626425443011747,95.16616314199395,662,0.5984162097720037,1.51391028329344,0.24246519346722376,0.29312377031624975,0.38890277750728924,0.5710019654925002,0.7281588314715295,0.24668583320811033,0.24760581952141658,0.24476723628594332,0.3237539003641318,3.0126196574551187,95.60606060606061,660,0.013616230002283514,0.11422766678033325,0.14399024404571864
REFERENCE_AURORA,ORIGINAL_REFERENCE,13,170213,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,20.0,1.3333333333333335,0.03943331834231664,3.403312834019351,14.844408610113744,1.0454198674995518,0.28765262392686564,0.8378215379337202,1.0762950817357564,0.33965185557392685,9.38686312371415,6.38111643390185,3.9552689286650446,2.3207734510186993,16.365102472149616,83.19209039548022,708,0.6098309909345633,1.8218721603270362,0.31888864027455965,0.28791313269582014,0.8378215379337202,1.0762950817357564,0.33965185557392685,0.13978041547355388,0.24258763690848098,0.480063302044301,0.4586719735097514,2.9973932758037747,95.60606060606061,660,2.7934818430847876,9.247082708240596,3.4752056266207436
WORST_PDOP_P95,AURORA17_004,13,170213,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.6666666666666667,0.03941385729459723,0.712497661125762,2.6334477002958843,0.33337519280943484,0.28908612927245086,0.6621119266754905,1.492175520887142,0.4708232654562711,0.21867235543416474,0.25496350911759974,0.4120617097331607,0.6852748050169132,3.065721340998665,94.6969696969697,660,0.712497661125762,2.6334477002958843,0.33337519280943484,0.28908612927245086,0.6621119266754905,1.492175520887142,0.4708232654562711,0.21867235543416474,0.25496350911759974,0.4120617097331607,0.6852748050169132,3.065721340998665,94.6969696969697,660,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,14,170214,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,1.0,0.033273743592839154,0.45102334023239277,1.5170036153676831,0.17987906571797324,0.2805867768213375,1.0247662283585073,0.5461554233206338,0.3802534930837033,0.1878329526653562,0.2743353803029324,0.3391865678835284,0.2584665089571388,3.183022141439411,94.39393939393939,660,0.45102334023239277,1.5170036153676831,0.17987906571797324,0.2805867768213375,1.0247662283585073,0.5461554233206338,0.3802534930837033,0.1878329526653562,0.2743353803029324,0.3391865678835284,0.2584665089571388,3.183022141439411,94.39393939393939,660,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,14,170214,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.0,0.033269327160020824,0.4297518519831588,1.082118174891156,0.1882344946855676,0.29302372214587175,0.45640016264315186,0.7511378866054559,0.28779953712957596,0.1523544939951465,0.23393066064072396,0.19277689932330178,0.24438756034334508,3.018895455191477,94.39393939393939,660,0.4297518519831588,1.082118174891156,0.1882344946855676,0.29302372214587175,0.45640016264315186,0.7511378866054559,0.28779953712957596,0.1523544939951465,0.23393066064072396,0.19277689932330178,0.24438756034334508,3.018895455191477,94.39393939393939,660,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,14,170214,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,25.0,1.0,0.03327054406406588,3.1174192402453547,13.962917407313821,0.5792431965598089,0.28771072093392824,0.4123430760842561,0.8872166026017837,0.2990095887294116,8.725464811321372,5.841586170429626,3.6120370404730635,1.9538045927952206,15.163880598293929,83.80681818181817,704,0.4724751246215572,1.6090037308557614,0.1289826852774651,0.28795866873984877,0.4123430760842561,0.8872166026017837,0.2990095887294116,0.1057271723222997,0.2699140019231639,0.5196310389751233,0.35864526490340937,2.9870389524154075,95.90288315629742,659,2.6449441156237974,8.619737638999071,3.09240600149794
WORST_PDOP_P95,AURORA17_004,14,170214,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,0.6666666666666667,0.03327368312469887,0.6139122610665401,2.0724186199177423,0.6079218080259695,0.28900682521110244,0.8104499280997771,1.2696487516322545,0.3922943483529476,0.14208302857061103,0.32161178147870795,0.16738314616790897,0.44556718707831766,3.069388764420718,96.20637329286798,659,0.6139122610665401,2.0724186199177423,0.6079218080259695,0.28900682521110244,0.8104499280997771,1.2696487516322545,0.3922943483529476,0.14208302857061103,0.32161178147870795,0.16738314616790897,0.44556718707831766,3.069388764420718,96.20637329286798,659,0.0,0.0,0.0
BEST_MEAN_PDOP,AURORA17_088,15,170215,700.0,60.0,240.0,0.0,12,14.543939393939393,100.0,100.0,100.0,0.8333333333333334,0.047756902843461145,0.6199780161292381,2.1363208153895,0.20728534252523917,0.2806558646273854,0.726588609618933,1.243632560178217,0.3754824985466516,0.5874228656119458,0.25316176902819526,0.17722563074102005,0.2761826223881592,2.909206734577127,95.74468085106383,658,0.6199780161292381,2.1363208153895,0.20728534252523917,0.2806558646273854,0.726588609618933,1.243632560178217,0.3754824985466516,0.5874228656119458,0.25316176902819526,0.17722563074102005,0.2761826223881592,2.909206734577127,95.74468085106383,658,0.0,0.0,0.0
MEDIAN_PDOP,AURORA17_056,15,170215,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.0,0.04773258604179032,0.8229017742180865,3.1989969095118087,0.48520769946102105,0.2929099995422311,1.043296244703139,1.809737492147583,0.42789698000731063,0.6604556581162762,0.3366164702776426,0.39894619337730636,0.30236865230581955,3.009659028262729,93.77845220030349,659,0.8229017742180865,3.1989969095118087,0.48520769946102105,0.2929099995422311,1.043296244703139,1.809737492147583,0.42789698000731063,0.6604556581162762,0.3366164702776426,0.39894619337730636,0.30236865230581955,3.009659028262729,93.77845220030349,659,0.0,0.0,0.0
REFERENCE_AURORA,ORIGINAL_REFERENCE,15,170215,550.0,97.6,25.0,0.0,12,13.98030303030303,100.0,100.0,23.333333333333332,1.0,0.04774914478133686,3.2359547372882367,14.511158797174149,0.900572278937085,0.2876575590776646,0.5747804668606136,1.057599903518099,0.2643654549411903,9.115737151762204,6.184577687950655,3.4524738608883405,1.992552379100969,15.503179841243734,82.01133144475921,706,0.5181552456511426,1.8153537968619586,0.247579834247553,0.2879178484767844,0.5747804668606136,1.057599903518099,0.2643654549411903,0.2749571058362949,0.20081308325068262,0.15299278666736724,0.31287728195550313,3.111675414146538,93.93939393939394,660,2.717799491637094,8.840780045925909,3.2994810742209735
WORST_PDOP_P95,AURORA17_004,15,170215,400.0,0.0,240.0,0.0,12,13.206060606060607,100.0,100.0,100.0,1.8333333333333333,0.04759417690023321,0.7663469569957604,2.597931297797354,0.23418733737921957,0.2892640791837013,0.8171641054047412,1.1726461657815868,0.5168815738705176,0.11711771470087264,0.18780528855156056,0.2735655547268708,0.3151250162183497,2.999281064880878,96.04863221884499,658,0.7663469569957604,2.597931297797354,0.23418733737921957,0.2892640791837013,0.8171641054047412,1.1726461657815868,0.5168815738705176,0.11711771470087264,0.18780528855156056,0.2735655547268708,0.3151250162183497,2.999281064880878,96.04863221884499,658,0.0,0.0,0.0
