experiment_estimator_age_min,runs,estimator_start_mean_min,sigma_start_mean_m,sigma_start_std_m,outage_start_error_mean_m,outage_rmse_mean_m,outage_rmse_std_m,outage_end_error_mean_m,outage_end_error_std_m,sigma_end_mean_m,post_recovery_rmse_mean_m,post_recovery_rmse_std_m,pdop_mean,visible_mean,navigation_nis_mean,attitude_outage_rmse_mean_deg
5.0,8,55.0,0.9468198159604005,0.00027571602616031904,1.0909315152574381,4.475598101007712,1.58320199041321,7.570188195208444,2.8443723619406365,8.072217807581412,0.7299330068922852,0.1393513168723671,0.825118921070636,14.028395061728396,2.9847918025827997,0.057775508004550676
15.0,8,45.0,0.6739779731875539,0.00015122776609969186,0.6550611949101255,2.2170399291046503,1.5719060040479467,3.9562442625827914,2.6656278418364767,5.685974605699907,0.686978652580593,0.1277635697506657,0.825118921070636,14.028395061728396,3.001434072319117,0.057775508004550676
30.0,8,30.0,0.5622376043709574,0.00013449810091674578,0.5859865733286471,1.546388969967473,1.0494913995115707,2.609084363701899,1.8286095477461928,2.6663042785284423,0.6305626275282548,0.1850520807050204,0.825118921070636,14.028395061728396,3.0133865024717728,0.057775508004550676
45.0,8,15.0,0.46161417712613967,0.0003451462384020902,0.5319468963232518,1.2400227603287532,0.7342343533261476,2.0449785408318077,1.2822748644606692,1.621096577479705,0.5341632266725709,0.10594439608652308,0.825118921070636,14.028395061728396,2.9973277612486897,0.057775508004550676
60.0,8,0.0,0.38971167278874125,0.00043425977649410354,0.45016400415933266,0.8024555318136137,0.4091382887575393,1.1788226209218007,0.690910487503133,1.132466363638283,0.40613093246842263,0.10738596750159754,0.825118921070636,14.028395061728396,3.0070645660024606,0.057775508004550676
