scenario_id,pseudorange_noise_std_m,accelerometer_noise_std_mps2,accelerometer_bias_x_mps2,accelerometer_bias_y_mps2,accelerometer_bias_z_mps2,gyro_noise_std_degps,gyro_bias_x_degps,gyro_bias_y_degps,gyro_bias_z_degps,star_tracker_noise_std_deg,initial_position_error_x_m,initial_position_error_y_m,initial_position_error_z_m,initial_velocity_error_x_mps,initial_velocity_error_y_mps,initial_velocity_error_z_mps,non_gravitational_acceleration_mps2,fault_magnitude_m,fault_start_min,fault_duration_min,gnss_outage_duration_min,star_tracker_outage_duration_min,dual_outage_duration_min,protected_mission_rmse,protected_low_redundancy_rmse,protected_dual_outage_rmse,protected_nis_mean,gain_mission_rmse_m,gain_dual_rmse_m,fdir_pd,hybrid_pd,hybrid_pfa,hybrid_minus_fdir_pd,accelerometer_bias_norm_mps2,gyro_bias_norm_degps,initial_position_error_norm_m,initial_velocity_error_norm_mps,fault_to_noise_ratio
AURORA16_000,1.7755075841071664,8.23928316060261e-07,1.1436245493938876e-06,-4.812925502215078e-07,-2.282873374587075e-06,0.0004645711711944,0.0003595706206496,-7.759115107884573e-06,-0.0017831801428341,0.0118968538793735,95.77347310782676,-116.91423048530328,2.0393006800450166,-0.0640476398343118,0.0167844966757875,-0.1716381301562582,1.737131370521903e-05,73.30439426911713,100.42088877288109,7.333732498433792,17.824896461560627,6.914417465897046,15.45899962920924,0.3387448814001541,0.1349962256762781,0.2741920249405928,2.9726355714125288,0.0,0.0,97.72727272727272,100.0,1.4925373134328357,2.2727272727272663,2.598274518459063e-06,0.0018190884137115042,151.1477892275301,0.18396594038175076,41.28644390216956
AURORA16_001,1.618097965257021,4.0372814132806746e-07,-1.2997312087022949e-06,-4.412139535720037e-06,-2.4523086340765934e-06,0.0003122393404819,-0.0009727927588575,0.0010443124069601,-8.004209629500648e-06,0.0395677232651421,-96.45090944267334,68.90349978455333,-69.8404079653858,0.1863499174780309,-0.1631130306540345,-0.0930919739883601,2.895903274850084e-05,64.14873172906886,108.03287182575131,7.479595155254617,15.344737297203771,11.33446955145674,11.007733728458762,0.4013580069837879,0.1479892425302849,0.154210040286989,2.958641022219181,0.3016099945037772,0.6110163220576564,91.11111111111111,100.0,0.7462686567164178,8.888888888888886,5.212494041656562e-06,0.0014272274599334812,137.57962349000027,0.2645718581676109,39.644529012728455
AURORA16_002,1.6767280948823262,8.760807693612987e-07,-4.548726556867467e-06,3.074129090794024e-06,-4.589471791310952e-06,0.0006020944479852,0.0001488262702958,0.0009872866050176,0.001971086690239,0.0370503441402531,144.65545690544195,17.43044327251951,-50.51505978427343,-0.1560631670088157,-0.1946954476414774,-0.147364051114943,2.062677002616324e-05,32.20375474000633,109.73930205703176,9.445957342659486,19.40056524878515,5.246248575793524,16.829208338215615,0.49470417052247,0.2121244591528706,0.9273656414849862,2.961062916484947,0.8807621744274604,1.578801598187659,70.17543859649122,96.49122807017544,0.0,26.31578947368422,7.155727375973488e-06,0.002209539961081191,154.21022284598195,0.28978991181568814,19.206307115803657
AURORA16_003,1.7381345738931957,7.464075012057015e-07,-1.740188182311659e-06,-4.861142887390958e-06,2.874053391398247e-06,0.0002693682186306,0.0009449199856289,-0.0008563432387651,0.0009582663514585,0.0183418433658873,-2.616684300828126,186.077944158248,22.531236377145632,-0.0373814128220343,0.0240451482012849,0.1588444841498222,2.1743387909702103e-05,22.240589827364253,105.07790350357412,6.192707400226277,17.47606141141086,11.4836901530117,17.719871445390385,0.3107485548978634,0.3574009838256514,0.2378287731941498,3.1521471273354145,0.8640550532676412,1.6213683940900392,16.216216216216218,40.54054054054054,0.7462686567164178,24.324324324324323,5.909242589206897e-06,0.0015951400948371925,187.45534121911027,0.16494577691294865,12.795666205262934
AURORA16_004,3.0341180819001154,9.412274217727097e-07,4.865740322526362e-06,2.0356894691611138e-06,2.055113597592643e-06,0.0002592279049894,0.0011690060663003,-0.001453128902782,0.0006736223484317,0.0419474319912169,25.40782303639716,67.77211600677691,-106.54453653400684,-0.1179984722905296,-0.0930045085136862,0.0449648711976395,2.599699388598089e-05,61.48687537817759,108.13094463686178,8.462495687774814,19.002008876864853,11.193108054412145,16.50107882859338,0.733931809396976,0.7596243154924651,0.3278607686060557,3.103020462978511,1.7631998907728768,4.054379541669951,49.01960784313725,84.31372549019608,5.223880597014925,35.294117647058826,5.6606494680489246e-06,0.0019829084344603408,128.80355369604993,0.15682894410341325,20.265155711959455
AURORA16_005,2.32829854902806,4.5772217382649483e-07,4.187816647919674e-06,-2.6798371429971496e-06,-8.53127370391366e-07,0.0003376004934219,-0.0001569673167358,-0.0006911528045977,-0.0013155669568372,0.0149914904444126,168.92509598806868,-141.85235335315878,88.2662105962367,-0.17025021045583,0.1674890420149045,0.119456003334692,3.1035786249854825e-05,39.26915345315899,102.54512197216556,5.076543359828536,19.30360562742562,7.259110226009685,10.661012334379633,0.7821599439895793,0.3233128717353692,0.1717896528766223,2.953639801902705,0.3789302741460084,0.4584138825859219,56.66666666666666,100.0,0.7462686567164178,43.333333333333336,5.044517984871418e-06,0.0014943384341401364,237.58935611560304,0.2670345484914317,16.866030118668313
AURORA16_006,3.773050726031773,7.704938199142795e-07,-1.4342855363022574e-06,-2.377279435264595e-06,1.620735761073509e-06,0.0002799819429909,-0.0015716532488745,0.0006615207628022,-0.0014184374562406,0.0347118245850703,179.54893501899852,-57.277150878009735,-61.38627208033285,-0.109191095203589,0.1345873490224527,0.0298888505196161,3.390189264808038e-05,26.826819388319223,101.8092446375846,9.63570786324155,13.05599875420914,8.503847454566365,15.96069862500427,0.6080025641865059,0.595006063440189,0.4579397661508108,3.0974726458210444,1.511395307367748,1.1489498000238425,20.6896551724138,56.896551724137936,7.462686567164178,36.20689655172414,3.2148743241688826e-06,0.0022180325677461274,198.2088960644287,0.17586868161794666,7.110113628536812
AURORA16_007,1.868262343298196,3.744772429697052e-07,-1.6994336390096913e-06,-1.9592111186466767e-06,-3.975845926913675e-06,0.0003793214534247,-0.0007933590209624,0.0005335918291212,0.000297201498756,0.010536777814197,187.10717750832464,79.14273400419347,60.18627837613303,-0.1481720215521071,-0.0405484267202795,0.0393117045726152,1.701775524029136e-05,13.762837188726785,107.26727146250111,7.12487538551432,14.760997062074074,6.693673349770759,18.491000329655364,0.2962834764249288,0.1845344334521195,0.3152570005202642,2.988786682611796,0.439579683420856,0.7034653731489084,2.3255813953488373,2.3255813953488373,0.7462686567164178,0.0,4.746992072395165e-06,0.0010012329934186838,211.884535361974,0.15857027778474925,7.366651283261496
AURORA16_008,2.014519114840588,4.938923744860204e-07,-2.970734940532272e-06,7.88134780528527e-07,-3.5154409001520568e-06,0.000419181421,-0.001986009375188,-0.0016918586181145,0.0004836402721546,0.0104740798113398,124.86374605606876,26.55007903618926,38.25844913459696,0.0628655016919856,0.069518080354409,0.0313939056976813,1.0328254481626611e-05,58.54692274368483,109.85391983208692,5.67345330277798,12.65919263548329,5.8931415940875045,19.488208206202955,0.4936589864591633,0.1612870264017969,0.0595852564859228,3.0775308977179257,0.3238796853618822,1.0983065679259976,79.41176470588235,100.0,0.7462686567164178,20.58823529411765,4.669555358022853e-06,0.0026533990907650342,133.26503932452377,0.0988453950070615,29.062480624969268
AURORA16_009,5.246188124242464,3.394600890282565e-07,2.644612458058437e-06,-3.690319172163856e-06,3.073017536737533e-06,0.0005221832267897,-0.0015595951901867,-0.0014071744805712,-0.0015759381319408,0.0412792729048852,64.15454062195198,6.909113594352505,84.20488532619521,0.1918482927675166,-0.112611215991348,-0.0649887277144718,2.5877997129510464e-05,24.63505964397285,104.25630553405875,7.554927354283901,10.960025844700857,14.878868682723986,13.739497444026902,0.9602863805935048,0.3081839444926265,0.5951319278829461,2.885791671709341,0.5996819523256255,0.3804683828329659,4.444444444444445,26.666666666666668,6.7164179104477615,22.22222222222222,5.482323177892236e-06,0.0026260346859341695,106.0848888667516,0.2317554489862246,4.695801801337439
AURORA16_010,4.68042713981466,3.015757717158936e-07,5.134846762575303e-07,-4.627144391971337e-06,-6.533720837054201e-07,0.0004275683486954,0.0003880619458473,0.0011203281603022,0.0010002752094246,0.0325302217948619,109.00248843893404,111.86040338069392,17.87011103370935,-0.0547567105939082,0.1032992111915863,-0.1037533634400206,1.2745614300977847e-05,47.3571772769594,108.44435239829372,8.693807840895479,11.759550473591158,9.955489437392526,18.81988787786344,0.8569223180114713,0.5830400885475984,0.4053289946551105,3.063029791169152,1.1446943203294095,1.3883622982519523,19.23076923076924,88.46153846153845,0.0,69.23076923076923,4.7011729192477755e-06,0.0015512181520245087,157.2057034548321,0.15631309866094387,10.118131500031147
AURORA16_011,5.616398554878109,4.317153272117534e-07,-3.940541385262648e-06,3.907168741309226e-06,-4.1625670377519096e-08,0.0004052466951565,0.0013218634959098,0.0007311581682953,0.0013146665141946,0.0162057804235716,-118.97404179256476,-167.17193672645809,108.44423365078616,0.0075382467243538,-0.0359926035769163,-0.154380867192682,1.8912227646827937e-05,37.43797299421091,102.86575260625052,7.230682044443089,18.04983522918186,8.123775366208509,14.022229720270598,0.7565842037970657,0.5192995222206811,0.5663072071096221,2.9640495025875517,1.1282137870161253,0.6605279729269801,9.30232558139535,34.88372093023256,0.0,25.581395348837205,5.549375341285356e-06,0.0020025642093147466,232.08065593978347,0.158700172750652,6.665832673447694
AURORA16_012,2.3932850720943297,4.882385798097926e-07,-1.7808545650807644e-07,3.43144264063816e-06,-4.879343584533513e-06,0.0006972403353708,0.0007795622186956,-0.001828465088447,-0.0008682866897826,0.0261873470482742,-163.38868200331598,-15.045219265651554,182.43246639558544,-0.0108982435525784,0.1733287707447654,-0.0293305657816932,2.750846335096771e-05,7.398618732709641,105.65365030304233,8.167998196931304,15.95133502638875,10.812964598972988,17.814757691123404,0.5398128782394304,0.3400670552128643,0.1994758711997066,3.001081384750434,0.1695249658678936,0.2782934278069949,4.081632653061225,4.081632653061225,1.4925373134328357,0.0,5.967789108349743e-06,0.0021690835871724093,245.36467721477078,0.17613039649503145,3.091407212194415
AURORA16_013,5.1482787619058,2.519468748801443e-07,-3.4187935842144266e-06,-1.1338308075663403e-06,-4.31193336454102e-06,0.000753242640271,0.0006486154346272,0.0019524810286682,-0.0010032870527891,0.0137747203794924,14.993787079197888,-150.9146523545499,-139.28145275800563,0.1041659348459682,-0.0827546953143798,-0.0232867660035484,1.627381727811861e-05,76.37246707300234,107.86245300853776,9.145400533066098,14.241511336446882,14.724714393336162,18.94128418565078,0.7280741084914284,0.835933171418307,0.682685219751328,3.1418406762995232,2.655321744302205,2.4292489600035343,34.54545454545455,81.81818181818183,0.0,47.27272727272728,5.618406465528665e-06,0.0022889886543275184,205.91107068016407,0.13505982026426047,14.8345632793067
AURORA16_014,2.187086014217859,8.427394143632799e-07,4.270922237809082e-06,-7.329216720149858e-07,4.2038992363343e-06,0.0005079334090062,-0.0004239147751145,0.0012752172274437,-0.0003848511204402,0.0211364051518496,-84.4572394148258,-62.83314341261729,51.90690366760444,0.1362540520420265,-0.0003161629928299,0.0686841734214352,2.2139438354824284e-05,12.88946202213662,102.0599435197721,6.404290888054103,17.19441350095147,10.385723182387848,14.12756995846804,0.4017407576790915,0.2804246755246832,0.6816577419830455,3.0100049077679625,0.2767094117311686,-0.4741182569103021,2.631578947368421,2.631578947368421,0.0,0.0,6.037443144906086e-06,0.0013978530318433523,117.36846190115003,0.1525869664666517,5.893440833302626
AURORA16_015,1.959759051688453,4.743287085756228e-07,2.5870016050119056e-07,2.207286162740125e-06,-3.3109340399713844e-06,0.0004372409600415,0.0001014992525886,0.0008198775996638,-0.0017445898749424,0.0456044513786938,77.41874940409264,-70.78252301785935,-170.22010395256342,-0.122767466568755,-0.0704572007210382,-0.1284756469785217,2.2767875489166973e-05,19.05549247483503,108.72067943284648,9.021355027101905,11.578007093576742,12.857947826738036,13.42009329924314,0.5114950808847699,0.4729693172968733,0.3433681032703465,3.011683224780909,0.5404956024983848,1.4030692101166198,25.925925925925924,37.03703703703704,2.985074626865672,11.111111111111114,3.987646197233225e-06,0.001930309614662388,199.94677320149225,0.1911597757053109,9.723385361285894
AURORA16_016,2.491469501971319,7.307861473221981e-07,3.565610617494786e-06,-1.519652639442738e-06,4.999173105822648e-06,0.0003522183056645,0.0012577765636338,-0.0011992503922845,0.0015102155879253,0.0256093339139343,69.37851187867602,-112.2572724859189,-76.11721093726074,0.0359841420904222,0.0823818455383352,-0.1840836755696124,2.2834463339802373e-05,10.745345805027092,107.14870697567083,8.075800045070228,16.973801669209685,11.890922345277882,18.23725748104452,1.1030203640188123,0.5870475491214286,0.7254471544688036,3.049275874229524,0.2621288455999973,1.234561873731565,2.0408163265306123,2.0408163265306123,0.7462686567164178,0.0,6.325713790722537e-06,0.0023023801835130395,152.3446846376495,0.20486196954902128,4.312854641216791
AURORA16_017,1.7842915668084969,2.806454368555369e-07,4.691767620858159e-06,-1.8231979607883352e-06,-4.1046793277158495e-06,0.0003641992227558,-0.001093590685252,-0.001539841202529,-0.000748152738648,0.0202996954677724,-137.06464550639257,-159.89553058802062,-35.77298487142846,0.1809475368964936,-0.1230052319553441,0.0893224815391349,1.8479959749057863e-05,23.013735288541657,103.92799330324615,7.826843449346215,14.949882733235231,14.377439289174802,11.28134308069051,0.3724062284184455,0.2081507288682027,0.3187925033628966,3.136541259509236,0.8641524294371195,0.6277362537282062,25.53191489361702,36.17021276595745,0.7462686567164178,10.63829787234043,6.495007821067933e-06,0.002031448753038678,213.6188292179066,0.23632774679585344,12.897967863910024
AURORA16_018,2.753744880796761,7.078699789849241e-07,-4.335146807948301e-06,-3.3458002864458872e-06,3.6819242673919072e-06,0.000730242421313,0.0005978268363515,0.001557169635642,0.0007081096324686,0.0109205425355284,-114.12040551935624,21.285728205654124,66.97804852025172,-0.1351549949256908,0.0289129343954177,-0.1075088940736688,1.0848667454471164e-05,50.43826501848613,105.17285918393156,5.213490963324153,12.054343399954163,14.260091228710593,12.191138120732244,0.4249568117013171,0.5684876728523937,0.2588735737094021,2.9385833354280364,0.9451158312930534,1.477817697973916,16.129032258064516,67.74193548387096,0.0,51.61290322580645,6.598821388252235e-06,0.0018120688320321327,134.02465506289687,0.17510280618442575,18.316244678371387
AURORA16_019,1.6367633650905795,3.4610678700429066e-07,-8.432344271826494e-07,2.676005417991789e-07,2.772733736450293e-06,0.0009078773291136,0.0001936173503645,0.0011737888162951,-0.0003326304607292,0.0236427421594877,9.298015236509826,-84.24399541215001,-190.83263143430008,-0.0136114259963757,0.193733810293652,-0.0366458430453391,2.470057453739834e-05,74.92528317731207,106.68407541960524,5.539689994720876,17.156141910559935,8.914672282935971,10.065950194565978,0.3131895941784619,0.1320743807832121,0.1520213059653908,3.00772571728514,0.0,0.0,100.0,100.0,0.0,0.0,2.9104478559848598e-06,0.001235277655843633,208.80755989781628,0.19763850328581012,45.77649083266576
AURORA16_020,4.545064314642771,2.643238359257158e-07,2.341554165579797e-06,3.790212793351797e-06,-3.701970847856704e-06,0.000650305827708,-0.0017361009980462,0.0012492179269069,-0.0014588785663114,0.0230496484901203,21.479899833441948,199.86741387083924,-187.4112648122928,0.0030863089997495,-0.1325767294250364,-0.1677318478477974,1.5288716819193294e-05,59.00813067386517,101.39259839106518,8.299883616225394,16.239042807491426,13.796052046861256,12.397504474035616,1.016035691499195,0.3081181208087504,0.60789538681696,2.8895572277382446,1.804862920918664,0.741449530504961,52.0,96.0,9.701492537313433,44.0,5.792510430513925e-06,0.0025889995704065673,274.8296770780321,0.21382256024731794,12.982903340610491
AURORA16_021,3.07984158317116,3.2905438464273254e-07,4.443406279475569e-06,2.917264466478575e-06,-1.4897673835071011e-06,0.000983688404341,-0.0004549376151652,-0.0005131693742116,-0.0002220571162114,0.0175242052322833,141.263093566416,97.78417304216156,31.14234065345377,-0.0189079813116389,-0.0628529991233559,-0.0396766519075471,1.4140966197728204e-05,35.09300454145938,105.83300399724308,6.406495348637884,12.475423604410802,5.001597666801369,14.779699373970256,0.5157779723067437,0.0538891932856275,0.2950538501800363,2.954614918411005,1.1947583327748337,1.246082073899064,2.564102564102564,10.256410256410255,0.0,7.692307692307692,5.520298740903706e-06,0.0007208470040036568,174.60484381273375,0.07669581450558123,11.394418704265256
AURORA16_022,3.454042097237944,3.209423438466472e-07,8.863746853396874e-07,-1.3557457098065754e-06,3.169503820520097e-06,0.0004715144083663,0.0015200677490922,0.0004600317310636,7.959567347788979e-05,0.0194081800214266,-22.183028055321984,-39.34246663967096,155.952898174157,-0.099396043712051,0.0582103313836594,-0.1783846473882517,2.0014469627189206e-05,36.26991686501424,103.78228793551116,6.649160176855011,11.28090383602549,10.721495832201308,10.164539935512888,0.5188451246960278,0.4367007377040801,0.3233091301990909,2.9887789871292294,1.167954097542537,0.7993484911697848,22.5,42.5,2.985074626865672,20.0,3.5594186296025164e-06,0.0015901479889154967,162.36139585478998,0.212341937942636,10.500716506616351
AURORA16_023,3.3442397705068085,9.996655222165067e-07,3.2596997148214758e-06,-3.210286812682453e-06,1.5462853053159885e-07,0.0007114694436501,0.0018892750007326,-0.0010313184485202,0.0005016793499506,0.0165387351175458,48.45502953252287,-12.317287203298434,120.98499690877406,0.0930003247876202,-0.1616914420265349,0.1350296503474043,3.566273625600627e-05,46.25706089837727,107.6759773377049,7.992145451300096,14.496902906524229,12.133370098153698,12.877881167663148,0.6313317124251647,0.779630183077691,0.2316279420093908,3.1077135693716467,1.4400115735399723,3.3376852048607777,18.75,70.83333333333334,1.4925373134328357,52.08333333333334,4.577717076550759e-06,0.0022101266798122982,130.90826913553732,0.23027416118219907,13.831861371401358
AURORA16_024,2.833761876753861,5.324051301128902e-07,-2.347764860530581e-06,3.623051703353916e-06,-2.045522343988731e-06,0.0003006454003915,0.0003061654893116,-0.0017779585307718,-0.0006688512210915,0.0341146232107361,113.01572590766528,-2.055273470502925,128.3568336433101,0.1380509095549768,0.1129266773005492,-0.0750667004506059,1.379467903415123e-05,51.824797257777306,105.31689334322712,8.235859698096014,16.356233074681587,12.407750360729672,12.167675596171996,0.6815364445945062,1.0770734993529596,0.3310271619155524,3.007747905217667,1.900399762992696,2.5425128075114123,14.000000000000002,44.0,0.0,30.0,4.777307311161283e-06,0.0019241194869199835,171.03290675893766,0.19350839152770546,18.288338791946696
AURORA16_025,1.8346107695594924,2.7706483153477666e-07,-1.0852849157423965e-06,1.6994429473299958e-06,-1.653809293342178e-06,0.0006364824530887,-0.0006569122725149,0.0006104334558773,-0.0009782702059706,0.0111387573788023,-192.86780009210275,126.40883991469424,77.91664640735297,-0.1928703467780294,0.1066660629206356,0.171299554996784,2.1227396223016675e-05,11.662872911649362,103.70318536604734,9.802022633715618,19.58764856619206,10.622195711640249,19.53561746466454,0.4198961778323089,0.123317825349977,0.0819277156350493,3.056243823924018,0.5271796889347184,0.868619590441893,8.47457627118644,15.254237288135592,1.4925373134328357,6.779661016949154,2.6078793795558487e-06,0.0013270928127771448,243.40950455624073,0.27914182271268945,6.357137494864771
AURORA16_026,3.9790622232309247,4.485736731531746e-07,1.444287972897649e-06,-2.2239327580264923e-06,1.8284598588636969e-06,0.0006200706834893,0.0010711725976381,0.0003469430887022,0.0007708553106975,0.0197876898025193,43.0022640725241,58.4583972003648,172.48434001142311,-0.0600885050317575,0.127095986762092,0.1837942744949585,3.911792366871006e-05,77.37892031433825,102.2738669697623,5.088934782657967,19.213668516718588,14.218336996050052,10.934070166018683,0.8028224562292938,0.1195139488884537,0.4974229770137365,3.0113791183765817,0.6673847210233785,0.4873728741791093,67.74193548387096,100.0,2.238805970149253,32.25806451612904,3.221041775009441e-06,0.0013645505306728355,187.12943773702452,0.23139652898241486,19.446521811741864
