phase_name,initial_true_anomaly_deg,replicate_index,scenario_seed,altitude_km,inclination_deg,dual_outage_start_min,dual_outage_end_min,dual_outage_duration_min,navigation_estimator_requested_start_min,navigation_estimator_start_min,navigation_estimator_start_index,navigation_estimator_age_at_outage_min,navigation_estimator_active_pre_outage_epochs,navigation_estimator_updates_before_outage,time_sync_error_s,natural_visible_satellites_min,natural_visible_satellites_mean,pre_outage_satellites,pre_outage_pdop,pre_outage_update_age_s,healthy_false_alarm_rate,pre_outage_rmse_m,mission_rmse_m,outage_rmse_m,outage_start_error_m,outage_end_error_m,outage_start_sigma_m,outage_end_sigma_m,post_recovery_rmse_m,final_error_m,navigation_nis_mean,navigation_nis_coverage_percent,attitude_outage_rmse_deg,attitude_end_outage_deg,experiment_estimator_age_min,experiment_estimator_start_min,experiment_outage_start_min,experiment_outage_duration_min,experiment_outage_end_min,experiment_post_recovery_end_min,fixed_initial_true_anomaly_deg
PHASE_000,0.0,6,170706,550.0,97.6,60.0,75.0,15.0,55.0,55.0,330,5.0,30,29,0.0,12,14.028395061728395,16,0.8251189328319084,10.0,0.9876543209876543,,,2.863878548972954,1.1184560715609186,4.083917374927382,0.9467148981684889,8.07035142060521,0.5521616402241535,0.2878696547516394,2.9331885866709584,95.41666666666667,0.051991946187507916,0.07689697633091755,5.0,55.0,60.0,15.0,75.0,90.0,0.0
PHASE_000,0.0,6,170706,550.0,97.6,60.0,75.0,15.0,30.0,30.0,180,30.0,180,179,0.0,12,14.028395061728395,16,0.8251189328319084,10.0,0.9876543209876543,0.5918549501783226,,3.0000503554803823,0.9337789089542933,5.113335435717592,0.5620880084006835,2.6649975997617257,0.44249624104273877,0.35840217139923447,2.9192201009141376,95.3968253968254,0.051991946187507916,0.07689697633091755,30.0,30.0,60.0,15.0,75.0,90.0,0.0
PHASE_000,0.0,6,170706,550.0,97.6,60.0,75.0,15.0,0.0,0.0,0,60.0,360,359,0.0,12,14.028395061728395,16,0.8251189328319084,10.0,0.9876543209876543,0.46464930413317285,0.5104559659785182,0.6647691289718687,0.3860697307262573,0.9712773208650161,0.3893870055392363,1.1317170435774928,0.29652823039872345,0.34206894042089153,2.91049759500951,94.44444444444444,0.051991946187507916,0.07689697633091755,60.0,0.0,60.0,15.0,75.0,90.0,0.0
PHASE_000,0.0,6,170706,550.0,97.6,60.0,90.0,30.0,55.0,55.0,330,5.0,30,29,0.0,12,13.9375,16,0.8251189328319084,10.0,0.4166666666666667,,,3.794539084029221,1.1184560715609186,4.455086408947403,0.9467148981684889,24.08861341763518,0.7203672314543323,0.5275581864963774,2.827546446856827,94.35897435897435,0.08254075855377155,0.1026126308926769,5.0,55.0,60.0,30.0,90.0,105.0,0.0
PHASE_000,0.0,6,170706,550.0,97.6,60.0,90.0,30.0,30.0,30.0,180,30.0,180,179,0.0,12,13.9375,16,0.8251189328319084,10.0,0.4166666666666667,0.5918549501783226,,6.573327723530119,0.9337789089542933,12.224050158530982,0.5620880084006835,7.420060710366527,0.4915139641477944,0.2072668958636015,2.849439779998223,94.62962962962963,0.08254075855377155,0.1026126308926769,30.0,30.0,60.0,30.0,90.0,105.0,0.0
PHASE_000,0.0,6,170706,550.0,97.6,60.0,90.0,30.0,0.0,0.0,0,60.0,360,359,0.0,12,13.9375,16,0.8251189328319084,10.0,0.4166666666666667,0.46464930413317285,0.6884925431925153,1.1096710100476774,0.3860697307262573,1.8499592693897169,0.3893870055392363,2.62740366798017,0.35667948479484657,0.17992783424379885,2.856953531090308,94.16666666666667,0.08254075855377155,0.1026126308926769,60.0,0.0,60.0,30.0,90.0,105.0,0.0
PHASE_000,0.0,7,170707,550.0,97.6,60.0,75.0,15.0,55.0,55.0,330,5.0,30,29,0.0,12,14.028395061728395,16,0.8251189246626393,10.0,1.2345679012345678,,,2.6088260727505013,0.7750901813937564,3.9730981207200804,0.9472230609433104,8.078917827421256,0.5863305665211219,0.16569843277595803,2.8969346903959643,95.41666666666667,0.0955085483597484,0.1588580012905075,5.0,55.0,60.0,15.0,75.0,90.0,0.0
PHASE_000,0.0,7,170707,550.0,97.6,60.0,75.0,15.0,30.0,30.0,180,30.0,180,179,0.0,12,14.028395061728395,16,0.8251189246626393,10.0,1.2345679012345678,0.4387557364457536,,0.4836841312543385,0.3244482849555315,0.7536491961979533,0.5622021011913505,2.6656013624748534,0.3912901821688009,0.1826484393597824,2.8757223470352895,95.23809523809523,0.0955085483597484,0.1588580012905075,30.0,30.0,60.0,15.0,75.0,90.0,0.0
PHASE_000,0.0,7,170707,550.0,97.6,60.0,75.0,15.0,0.0,0.0,0,60.0,360,359,0.0,12,14.028395061728395,16,0.8251189246626393,10.0,1.2345679012345678,0.3826078134300621,0.5314430780656482,0.8775813210391622,0.5003892415815,1.1906131377653277,0.3894667991397933,1.1320189811163814,0.4063730246343264,0.20397128368729314,2.911932183430257,94.19753086419753,0.0955085483597484,0.1588580012905075,60.0,0.0,60.0,15.0,75.0,90.0,0.0
PHASE_000,0.0,7,170707,550.0,97.6,60.0,90.0,30.0,55.0,55.0,330,5.0,30,29,0.0,12,13.9375,16,0.8251189246626393,10.0,1.25,,,4.425565767759346,0.7750901813937564,7.47355953129786,0.9472230609433104,24.116777395621128,0.7605184055161323,0.22357930700352266,2.7338777991939165,96.40102827763496,0.11886652820276482,0.11679443260697807,5.0,55.0,60.0,30.0,90.0,105.0,0.0
PHASE_000,0.0,7,170707,550.0,97.6,60.0,90.0,30.0,30.0,30.0,180,30.0,180,179,0.0,12,13.9375,16,0.8251189246626393,10.0,1.25,0.4387557364457536,,1.0290267283570291,0.3244482849555315,2.032709520975528,0.5622021011913505,7.422047841526114,0.4363337443849313,0.29539257538733876,2.7571048363624686,95.36178107606679,0.11886652820276482,0.11679443260697807,30.0,30.0,60.0,30.0,90.0,105.0,0.0
PHASE_000,0.0,7,170707,550.0,97.6,60.0,90.0,30.0,0.0,0.0,0,60.0,360,359,0.0,12,13.9375,16,0.8251189246626393,10.0,1.25,0.3826078134300621,0.7472213586155358,1.1934373606872042,0.5003892415815,1.5677922313905515,0.3894667991397933,2.6283736485154643,0.6099751437316505,0.3070518184833713,2.8280046115877417,94.57579972183588,0.11886652820276482,0.11679443260697807,60.0,0.0,60.0,30.0,90.0,105.0,0.0
