metric,friedman_statistic,p_value,kendalls_w,age_mean_range,relative_age_range_percent,significant_0p05
outage_start_sigma_m,32.0,1.9130979702274063e-06,1.0,0.5571081431716594,91.79990424297925,True
outage_start_error_m,14.800000000000011,0.0051345231934883835,0.46250000000000036,0.6407675110981053,96.67321580380464,True
outage_rmse_m,20.900000000000006,0.0003314577292645211,0.6531250000000002,3.6731425691940984,178.62863777217393,True
outage_end_error_m,22.400000000000006,0.0001668251920013072,0.7000000000000002,6.3913655742866435,184.0903421567273,True
outage_end_sigma_m,32.0,1.9130979702274063e-06,1.0,6.939751443943129,180.92944689847377,True
post_recovery_rmse_m,26.30000000000001,2.752859223160436e-05,0.8218750000000004,0.3238020744238626,54.18794666667744,True
