experiment_estimator_age_min,experiment_outage_duration_min,runs,sigma_start_mean_m,outage_rmse_mean_m,outage_rmse_std_m,outage_end_error_mean_m,outage_end_error_std_m,sigma_end_mean_m,post_recovery_rmse_mean_m,navigation_nis_mean
5.0,15.0,8,0.9561333214023765,2.773223833802338,0.6772815548646692,4.437883671198453,1.1623681915516777,8.11900670582572,0.764082006452694,2.96765000254458
5.0,30.0,8,0.9561333214023765,5.6670649998565485,2.5930185032338877,10.48168335265501,7.019121375425734,24.188896679607396,0.8309722375126576,2.908522537125406
30.0,15.0,8,0.564178582854147,1.2906276585227485,0.9536695417072371,2.072719723445822,1.6913504282852754,2.673326489929959,0.6005356514614938,2.938903730669021
30.0,30.0,8,0.564178582854147,2.624130717261357,2.133046272733392,4.829205950919301,3.999065194770722,7.44026406083127,0.6044214982941867,2.8959473866179875
60.0,15.0,8,0.39025054679364807,0.5989745598309939,0.2573254267424659,0.8563436822812056,0.4263385840276518,1.134105602392801,0.46943806616315853,2.944838459467804
60.0,30.0,8,0.39025054679364807,1.0054740319822741,0.5879087171638556,1.6721046053598454,1.2599747336559988,2.632111611869884,0.5098846385680482,2.912387991762647
