phase_name,initial_true_anomaly_deg,replicate_index,scenario_seed,altitude_km,inclination_deg,dual_outage_start_min,dual_outage_end_min,dual_outage_duration_min,time_sync_error_s,natural_visible_satellites_min,natural_visible_satellites_mean,pre_outage_satellites,pre_outage_pdop,pre_outage_update_age_s,healthy_false_alarm_rate,pre_outage_rmse_m,mission_rmse_m,outage_rmse_m,outage_start_error_m,outage_end_error_m,outage_start_sigma_m,outage_end_sigma_m,post_recovery_rmse_m,final_error_m,navigation_nis_mean,navigation_nis_coverage_percent,attitude_outage_rmse_deg,attitude_end_outage_deg,experiment_outage_start_min,experiment_outage_end_min,experiment_outage_duration_min,fixed_initial_true_anomaly_deg
PHASE_000,0.0,4,170404,550.0,97.6,105.0,120.0,15.0,0.0,12,14.185185185185183,12,1.1782195059338565,10.0,0.2469135802469135,0.4072805984555703,0.4021284496879336,0.2175851154366759,0.1330766313968269,0.2934201798003058,0.2805667477139313,0.6208196275414455,,0.3577622475280597,3.05944112890771,94.81481481481482,0.0980854125505707,0.1132976854936453,105.0,120.0,15.0,0.0
PHASE_000,0.0,4,170404,550.0,97.6,120.0,135.0,15.0,0.0,12,14.023456790123456,12,1.188168694096244,10.0,0.3703703703703704,0.4015042828945636,0.4234622934719589,0.3869460493826168,0.2894558643936289,0.4947031353788305,0.3028354943020765,0.6486211129750621,,0.1090379727561108,2.98011972548911,95.1851851851852,0.0903710096936838,0.1504461893387941,120.0,135.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,15.0,30.0,15.0,0.0,12,14.011111111111113,13,1.0448021559351748,10.0,0.7407407407407408,,0.7495803231114533,1.938142651864936,0.3903955822395739,3.566405051104939,0.8296596636622324,6.243572792619174,0.4867202158123977,0.1343033876045593,2.9742384598391616,95.30864197530865,0.0678649406017334,0.0858706866697484,15.0,30.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,30.0,45.0,15.0,0.0,12,14.090123456790124,14,0.8983764561158493,10.0,0.7407407407407408,,0.4439575931030239,0.7261963938267326,0.2033327240000711,1.2319386055214303,0.5940483628452538,2.8718981749930603,0.4398831732578814,0.2121156421254015,2.997398333570741,95.1851851851852,0.0659811094687001,0.0905144978939066,30.0,45.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,45.0,60.0,15.0,0.0,12,13.892592592592592,14,0.8788546359177862,10.0,0.8641975308641975,,0.5177073078050234,1.1629795781340193,0.4691324977775632,1.8558603762576296,0.5311842283948444,1.769892079897997,0.3222711762902255,0.3421165920688198,2.9585852528616376,95.55555555555556,0.0610019700500814,0.1000167548063997,45.0,60.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,60.0,75.0,15.0,0.0,12,14.028395061728396,16,0.8251189209103661,10.0,0.8641975308641975,0.3099385175067258,0.3568796765491074,0.290764759349906,0.2901584429682819,0.2722189041027567,0.3894009011096663,1.1318262691173548,0.2053789203154134,0.1950069758941542,3.017185051958477,94.93827160493828,0.084072397596313,0.1199927338423227,60.0,75.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,75.0,90.0,15.0,0.0,12,13.946913580246914,14,0.8984254737005387,10.0,0.9876543209876544,0.3101701552042739,0.4268135691746063,0.6131585773417099,0.3670120819120175,0.8418666664667942,0.3762400431949114,0.967127788077496,,0.0769412643333135,3.0822300313656723,94.5679012345679,0.0416968208512314,0.0155479060836602,75.0,90.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,90.0,105.0,15.0,0.0,12,13.98148148148148,15,0.8306697190769516,10.0,0.9876543209876544,0.3090961467379255,0.3829195865547171,0.3624936806933606,0.3161066234362922,0.4603184922321436,0.3019505617838368,0.7044866821906508,,0.280716695613103,3.104719825797245,95.679012345679,0.0290788364890462,0.047766953027718,90.0,105.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,105.0,120.0,15.0,0.0,12,14.185185185185183,12,1.1782193368853118,10.0,0.9876543209876544,0.2882291027135792,0.3824479285481195,0.3829400212834169,0.2749284059189499,0.4643551827715328,0.2806283329010275,0.6209154519174428,,0.1920751066198294,3.004258476322099,94.19753086419752,0.0424993023994007,0.0574772161032639,105.0,120.0,15.0,0.0
PHASE_000,0.0,5,170405,550.0,97.6,120.0,135.0,15.0,0.0,12,14.023456790123456,12,1.1881686714354096,10.0,0.8641975308641975,0.293596915543389,0.3990772544277099,0.5506584149181475,0.2726411421984845,0.8377539396431564,0.3027032979078515,0.6483163443470307,,0.114790521302556,3.052688505261077,94.5679012345679,0.0475478024342164,0.0476921461382919,120.0,135.0,15.0,0.0
