complete_recovery_timings,number_of_complete_timings,friedman_valid,friedman_statistic,p_value,kendalls_w,significant_0p05
"15.0,30.0,45.0,60.0",4,True,8.099999999999994,0.043989589915272694,0.33749999999999974,True
