output_metric,parameter,spearman_rho,absolute_rho,p_value,samples,q_value,fdr_significant_0p10,rank_abs_rho,subsystem
gain_dual_rmse_m,fault_magnitude_m,0.21943932509822645,0.21943932509822645,0.0814701634403227,64,0.31230229318790365,False,6,GNSS fault
gain_dual_rmse_m,fault_start_min,0.47734062893041423,0.47734062893041423,6.656436033381371e-05,64,0.0015309802876777153,True,1,GNSS fault
gain_dual_rmse_m,fault_duration_min,0.44480820525127185,0.44480820525127185,0.0002309250081846949,64,0.0026556375941239915,True,2,GNSS fault
gain_dual_rmse_m,gnss_outage_duration_min,-0.06357673508583983,0.06357673508583983,0.617712518928329,64,0.7477572597553457,False,19,Mission outage
gain_dual_rmse_m,star_tracker_outage_duration_min,0.14402637393770917,0.14402637393770917,0.25619366523941406,64,0.599317009076767,False,9,Mission outage
gain_dual_rmse_m,dual_outage_duration_min,0.144781877091412,0.144781877091412,0.25368140790893867,64,0.599317009076767,False,8,Mission outage
fdir_pd,pseudorange_noise_std_m,-0.3619025820134644,0.3619025820134644,0.0032984188530217336,64,0.03267836845002853,True,2,GNSS measurement
fdir_pd,accelerometer_noise_std_mps2,-0.04173773688938733,0.04173773688938733,0.743317194597252,64,0.8998050250387787,False,19,Accelerometer
fdir_pd,accelerometer_bias_x_mps2,0.0644725546245281,0.0644725546245281,0.6127570166157014,64,0.8998050250387787,False,13,Accelerometer
fdir_pd,accelerometer_bias_y_mps2,0.11756625283982665,0.11756625283982665,0.3548583014615018,64,0.8998050250387787,False,8,Accelerometer
fdir_pd,accelerometer_bias_z_mps2,-0.17501001688561535,0.17501001688561535,0.16660753411934423,64,0.668215554539512,False,4,Accelerometer
fdir_pd,gyro_noise_std_degps,-0.05217789488256376,0.05217789488256376,0.6821909525004017,64,0.8998050250387787,False,16,Gyroscope
fdir_pd,gyro_bias_x_degps,-0.11584912159094894,0.11584912159094894,0.3619787333693429,64,0.8998050250387787,False,9,Gyroscope
fdir_pd,gyro_bias_y_degps,0.08674947069330148,0.08674947069330148,0.49548919758282367,64,0.8998050250387787,False,11,Gyroscope
fdir_pd,gyro_bias_z_degps,-0.06202278070946259,0.06202278070946259,0.6263489875316284,64,0.8998050250387787,False,15,Gyroscope
fdir_pd,star_tracker_noise_std_deg,0.10282181918279677,0.10282181918279677,0.4187979635339018,64,0.8998050250387787,False,10,Star tracker
fdir_pd,initial_position_error_x_m,-0.044301986221044705,0.044301986221044705,0.7281395720625374,64,0.8998050250387787,False,18,Initial state
fdir_pd,initial_position_error_y_m,0.06543414812389961,0.06543414812389961,0.6074568267182003,64,0.8998050250387787,False,12,Initial state
fdir_pd,initial_position_error_z_m,-0.16450117364248382,0.16450117364248382,0.1939640842501268,64,0.668215554539512,False,6,Initial state
fdir_pd,initial_velocity_error_x_mps,-0.0479651995519838,0.0479651995519838,0.7066377490217514,64,0.8998050250387787,False,17,Initial state
fdir_pd,initial_velocity_error_y_mps,-0.06378570212497703,0.06378570212497703,0.6165550233958845,64,0.8998050250387787,False,14,Initial state
