initial_true_anomaly_deg,runs,visible_mean,pre_outage_pdop_mean,pre_outage_pdop_std,pre_outage_update_age_mean_s,pre_outage_rmse_mean,outage_rmse_mean,outage_rmse_std,outage_end_error_mean,outage_end_error_std,outage_end_sigma_mean,post_recovery_rmse_mean,post_recovery_rmse_std,attitude_outage_rmse_mean_deg,navigation_nis_mean,healthy_false_alarm_mean
0.0,8,14.028395061728396,0.825118926785076,5.086701242501771e-09,10.0,0.42757549686882124,0.4853353129300053,0.3513570257842614,0.7079397515096952,0.577500557187973,1.1321208879694973,0.47851308322194425,0.13487393959321972,0.05905836077498643,2.9707229841434795,0.8950617283950617
45.0,8,14.044444444444444,0.9178044062088077,2.691138162123427e-08,10.0,0.4435403272401403,0.908527143599952,0.6288040543775151,1.424520522524318,0.9703225501929418,1.308333062814029,0.45540811933074743,0.08666580762061522,0.059035322077916064,3.00241363775208,1.0648148148148149
90.0,8,13.9679012345679,0.9737904706533738,2.679940495223869e-08,10.0,0.44635682352830613,0.7376775399158628,0.46715977596780534,1.098127573820008,0.7703246274780043,1.2277669322586857,0.40655808489624035,0.09293303226288847,0.059002941806313824,3.0012358410991973,1.1111111111111112
135.0,8,13.834567901234568,0.7946252106846626,1.0911246707159819e-08,10.0,0.46421405196570364,0.7602751336155922,0.4216780410018905,1.1948039031901594,0.758623282507772,1.2439385366531241,0.5107772302982773,0.20059104093783997,0.058983591266492934,3.0461043501744656,1.0030864197530864
180.0,8,14.04074074074074,0.9632701504725599,1.961872576106795e-08,10.0,0.4385301746633689,0.623420312177714,0.31653349271451675,0.9276239185039308,0.5106079742998785,1.132760021373167,0.44936632238103597,0.08461253590065615,0.05900390383344251,3.0466213395189867,0.9104938271604939
225.0,8,13.897530864197533,0.9169834094177359,1.867015678699926e-08,10.0,0.3992936576312839,0.5825417161180558,0.2312325968963815,0.8671394547246588,0.37096028716068,1.2986800774212761,0.4543403096794747,0.17961744671966734,0.05904873554683102,3.0239852903265527,0.9876543209876543
270.0,8,13.801234567901234,0.8801711750287755,1.5051252896477494e-08,10.0,0.45537208635193066,0.7582583735924677,0.44243961869938064,1.1116708108909346,0.739403692761678,1.2105370194311875,0.4700513049537195,0.08594904928425977,0.05907814818657992,2.9604473637799256,0.8641975308641976
315.0,8,13.74074074074074,0.7935420161119857,1.0176285571889294e-08,10.0,0.42827896189353304,0.6838736754431763,0.38142225109233935,1.0667081497060056,0.641185570772604,1.2024796326623994,0.40059409055797507,0.09120997163251915,0.059075859109530234,3.0020898913624734,1.0185185185185186
