metric,friedman_statistic,p_value,kendalls_w,timing_mean_range,relative_timing_range_percent,significant_0p05
outage_rmse_m,33.91666666666666,1.7854231260941087e-05,0.6056547619047618,2.0024926998861043,235.05840912363098,True
outage_end_error_m,32.25,3.6502417057160885e-05,0.5758928571428571,3.6113452017639345,262.7840275281774,True
pre_outage_pdop,55.708333333333314,1.079002078725711e-09,0.9947916666666663,0.3630498220576246,37.48225908731176,True
