geometry_name,source_scenario_id,replicate_index,scenario_seed,altitude_km,inclination_deg,initial_true_anomaly_deg,time_sync_error_s,natural_visible_satellites_min,natural_visible_satellites_mean,strong_detection_rate,strong_isolation_rate,low_detection_rate,false_alarm_rate,attitude_rmse_deg,permissive_mission_rmse,permissive_mission_max,permissive_final_error,permissive_final_sigma,permissive_strong_fault_rmse,permissive_gnss_outage_rmse,permissive_star_tracker_outage_rmse,permissive_low_redundancy_rmse,permissive_post_low_rmse,permissive_dual_outage_rmse,permissive_post_dual_rmse,permissive_nis_mean,permissive_nis_coverage,permissive_updates,protected_mission_rmse,protected_mission_max,protected_final_error,protected_final_sigma,protected_strong_fault_rmse,protected_gnss_outage_rmse,protected_star_tracker_outage_rmse,protected_low_redundancy_rmse,protected_post_low_rmse,protected_dual_outage_rmse,protected_post_dual_rmse,protected_nis_mean,protected_nis_coverage,protected_updates,gain_mission_rmse_m,gain_low_rmse_m,gain_dual_rmse_m,reference_mission_rmse,reference_low_rmse,reference_dual_rmse,reference_nis,delta_mission_rmse_m,delta_low_rmse_m,delta_dual_rmse_m,delta_nis
MEDIAN_PDOP,AURORA17_056,3,170203,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,0.8333333333333334,0.0390467613288036,0.5061064482112533,1.7367689462788758,0.3116566024151017,0.2927865882822049,0.5375739440218508,1.0524082366719192,0.3250619984291495,0.1275997044150953,0.2125468439620702,0.4962798725267973,0.3464715685572617,3.002855752312794,95.15151515151516,660,0.5061064482112533,1.7367689462788758,0.3116566024151017,0.2927865882822049,0.5375739440218508,1.0524082366719192,0.3250619984291495,0.1275997044150953,0.2125468439620702,0.4962798725267973,0.3464715685572617,3.002855752312794,95.15151515151516,660,0.0,0.0,0.0,0.5830181690006476,0.1519439372167011,0.18642260296449,3.0385806160811897,-0.07691172078939434,-0.024344232801605803,0.3098572695623073,-0.035724863768395565
WORST_PDOP_P95,AURORA17_004,3,170203,400.0,0.0,240.0,0.0,12,13.206060606060609,100.0,100.0,100.0,0.3333333333333333,0.0389436411667494,0.6398539119781961,2.139988501107005,0.071775577814607,0.28896643530638,1.146932429362687,0.621774987910184,0.2800074930749615,0.4042307298112388,0.4247492873107679,0.5088250997366462,0.2774548994311045,3.0796253317085727,94.54545454545456,660,0.6398539119781961,2.139988501107005,0.071775577814607,0.28896643530638,1.146932429362687,0.621774987910184,0.2800074930749615,0.4042307298112388,0.4247492873107679,0.5088250997366462,0.2774548994311045,3.0796253317085727,94.54545454545456,660,0.0,0.0,0.0,0.5830181690006476,0.1519439372167011,0.18642260296449,3.0385806160811897,0.056835742977548454,0.2522867925945377,0.32240249677215627,0.04104471562738299
BEST_MEAN_PDOP,AURORA17_088,4,170204,700.0,60.0,240.0,0.0,12,14.543939393939391,100.0,100.0,100.0,0.5,0.0382988351171933,0.5222755102053578,1.3713906125888704,0.3055663337901887,0.2804834304373819,0.7093447765139734,0.855782690565993,0.6957652845139165,0.1376758502753762,0.1224157722070717,0.2010936447507627,0.2737834976863194,2.988072891589728,94.54545454545456,660,0.5222755102053578,1.3713906125888704,0.3055663337901887,0.2804834304373819,0.7093447765139734,0.855782690565993,0.6957652845139165,0.1376758502753762,0.1224157722070717,0.2010936447507627,0.2737834976863194,2.988072891589728,94.54545454545456,660,0.0,0.0,0.0,0.7591458235939226,0.3091691748078776,0.7320380149982371,3.246538928788836,-0.2368703133885648,-0.17149332453250138,-0.5309443702474743,-0.2584660371991081
MEDIAN_PDOP,AURORA17_056,4,170204,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,98.33333333333331,1.6666666666666667,0.0382505405346908,0.6825079273844679,2.5829845907403386,0.142665169067462,0.2929836155960019,0.7878505788510012,1.099127270890689,0.1993537153854122,0.3770818310252172,0.6236559555991072,0.7182976892916547,0.4268389414063719,3.4206547878318383,94.98480243161094,658,0.6883658583333316,2.5829845907403386,0.1328944496166149,0.292990479874396,0.7878505788510012,1.099127270890689,0.1993537153854122,0.3280810413842788,0.6290710885072487,0.7735259305350227,0.4457143306772173,3.089895425074305,94.97716894977168,657,-0.0058579309488637,0.0490007896409384,-0.055228241243368,0.7591458235939226,0.3091691748078776,0.7320380149982371,3.246538928788836,-0.07077996526059094,0.018911866576401204,0.04148791553678566,-0.15664350371453128
WORST_PDOP_P95,AURORA17_004,4,170204,400.0,0.0,240.0,0.0,12,13.206060606060609,100.0,100.0,100.0,0.6666666666666667,0.038262618321367,0.7406392631667392,2.5729392101097184,0.1421050271765937,0.2893476356889847,1.050237760640392,1.4257615532839758,0.4105200534020222,0.1785323189530953,0.2111349061247693,0.4023667844831339,0.2490368952647957,2.832390965356776,93.9117199391172,657,0.7406392631667392,2.5729392101097184,0.1421050271765937,0.2893476356889847,1.050237760640392,1.4257615532839758,0.4105200534020222,0.1785323189530953,0.2111349061247693,0.4023667844831339,0.2490368952647957,2.832390965356776,93.9117199391172,657,0.0,0.0,0.0,0.7591458235939226,0.3091691748078776,0.7320380149982371,3.246538928788836,-0.01850656042718335,-0.1306368558547823,-0.32967123051510316,-0.4141479634320602
BEST_MEAN_PDOP,AURORA17_088,5,170205,700.0,60.0,240.0,0.0,12,14.543939393939391,100.0,100.0,100.0,1.1666666666666667,0.0412922397202762,0.9652273696371368,4.055026443542781,0.2404633021393492,0.2805113999857632,0.5242174834504203,2.4439296709422544,0.4760614249706514,0.7361857819446028,0.3901711709603622,0.3051580297214556,0.3560369096942521,2.892168089439213,95.90288315629742,659,0.9652273696371368,4.055026443542781,0.2404633021393492,0.2805113999857632,0.5242174834504203,2.4439296709422544,0.4760614249706514,0.7361857819446028,0.3901711709603622,0.3051580297214556,0.3560369096942521,2.892168089439213,95.90288315629742,659,0.0,0.0,0.0,0.4906558023948009,0.0897386061177188,0.1314232616373378,2.971080375402782,0.47457156724233596,0.646447175826884,0.1737347680841178,-0.0789122859635687
MEDIAN_PDOP,AURORA17_056,5,170205,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.0,0.0412776109676548,0.5281206336604933,1.919916235477025,0.2969883369161737,0.2929073604499899,0.6663214133407704,0.8018231641123738,0.4958253820371318,0.5152902001937857,0.2067427805272834,0.1875470856572305,0.2478546773534219,2.898438854508428,95.0,660,0.5281206336604933,1.919916235477025,0.2969883369161737,0.2929073604499899,0.6663214133407704,0.8018231641123738,0.4958253820371318,0.5152902001937857,0.2067427805272834,0.1875470856572305,0.2478546773534219,2.898438854508428,95.0,660,0.0,0.0,0.0,0.4906558023948009,0.0897386061177188,0.1314232616373378,2.971080375402782,0.037464831265692444,0.4255515940760669,0.05612382401989269,-0.07264152089435383
WORST_PDOP_P95,AURORA17_004,5,170205,400.0,0.0,240.0,0.0,12,13.206060606060609,100.0,100.0,100.0,1.0,0.0412635786525364,0.8071786875989397,2.2150546176509955,0.229232090421499,0.2889877102936247,0.6552099697060583,1.08946567754575,0.2234798841070747,0.9627501542595456,0.7384024253786169,0.7080408833642087,0.3157124961414569,3.059584761145989,95.0,660,0.8071786875989397,2.2150546176509955,0.229232090421499,0.2889877102936247,0.6552099697060583,1.08946567754575,0.2234798841070747,0.9627501542595456,0.7384024253786169,0.7080408833642087,0.3157124961414569,3.059584761145989,95.0,660,0.0,0.0,0.0,0.4906558023948009,0.0897386061177188,0.1314232616373378,2.971080375402782,0.31652288520413885,0.8730115481418268,0.5766176217268708,0.08850438574320707
BEST_MEAN_PDOP,AURORA17_088,6,170206,700.0,60.0,240.0,0.0,12,14.543939393939391,100.0,100.0,100.0,1.0,0.036910966756543,0.4692229718298931,1.5320114625609873,0.4226163171741019,0.2806615599417032,0.6034073906025783,0.932475106626994,0.4168595143887052,0.2841439028030184,0.2766294361487487,0.3511938652583134,0.3117632226284665,3.089694679133593,95.44072948328268,658,0.4692229718298931,1.5320114625609873,0.4226163171741019,0.2806615599417032,0.6034073906025783,0.932475106626994,0.4168595143887052,0.2841439028030184,0.2766294361487487,0.3511938652583134,0.3117632226284665,3.089694679133593,95.44072948328268,658,0.0,0.0,0.0,0.5323102242432697,0.4418176246943854,0.2094004338438441,2.9484842082506004,-0.0630872524133766,-0.15767372189136702,0.14179343141446932,0.14121047088299266
MEDIAN_PDOP,AURORA17_056,6,170206,550.0,75.0,120.0,0.0,12,13.766666666666667,100.0,100.0,100.0,1.1666666666666667,0.036895954310098,0.4834451909404257,1.545938206232125,0.1884808302795712,0.2928461114121131,0.9617446838244345,0.4258633382529452,0.4770055856787687,0.2956453958832875,0.1494663641287395,0.199602896545279,0.3146432763356653,3.1619770422368925,93.77845220030348,659,0.4834451909404257,1.545938206232125,0.1884808302795712,0.2928461114121131,0.9617446838244345,0.4258633382529452,0.4770055856787687,0.2956453958832875,0.1494663641287395,0.199602896545279,0.3146432763356653,3.1619770422368925,93.77845220030348,659,0.0,0.0,0.0,0.5323102242432697,0.4418176246943854,0.2094004338438441,2.9484842082506004,-0.048865033302843974,-0.14617222881109793,-0.009797537298565112,0.21349283398629204
