experiment_outage_start_min,runs,sigma_start_mean_m,sigma_start_std_m,outage_rmse_mean_m,outage_rmse_std_m,outage_end_error_mean_m,outage_end_error_std_m,pdop_mean,pdop_std,visible_satellites_mean,navigation_nis_mean,attitude_outage_rmse_mean_deg
15.0,8,0.8297868166643646,0.00021763536671429707,2.3059930711742567,0.9831622295877773,4.030356849578431,1.8451075924817444,1.0448021616841636,3.118357330696704e-08,14.011111111111113,3.0203892928574008,0.09783919472268149
30.0,8,0.5947699069183052,0.0013539467856931299,1.081548743207575,0.5618290649056705,1.8369473813911688,1.0553739625770242,0.8983764763746069,1.4872545325785596e-08,14.090123456790124,3.0011449411736844,0.06759688041541514
45.0,8,0.5309897897273431,0.0005011463508136897,1.1727792115973252,0.5335313261721364,1.8379759921030951,0.9000538062672069,0.8788546521139604,2.0071456536604515e-08,13.892592592592592,3.014137637395296,0.06615749942007798
60.0,8,0.3895054922966785,0.00013620204412518097,0.5457472907868229,0.23217782378024748,0.8341803148281591,0.4102133208103913,0.8251189201927177,8.918493008220864e-09,14.028395061728396,3.0010909808724824,0.08356966933891558
75.0,8,0.37639492156874266,0.0001733298630541014,0.5556613976245826,0.3205157845101478,0.8056607890551525,0.5320816859271367,0.8984254370258784,2.4888311927698523e-08,13.946913580246914,3.038833119045949,0.0638321017595922
90.0,8,0.30177066357214266,9.250783099221723e-05,0.4958740532156267,0.2129209208688806,0.702686018629261,0.3626482775001907,0.8306697259381685,1.8288548755524984e-08,13.98148148148148,3.050806480397227,0.07347954206722174
105.0,8,0.2806555245836226,0.00012308988718490218,0.30350037128815244,0.17440379890854615,0.41901164781449635,0.271970306345812,1.1843126088426819,0.01723411472553675,14.185185185185183,3.060031998093381,0.05649918247276551
120.0,8,0.302749448552108,6.984824790859113e-05,0.3541983464819676,0.12320316776357172,0.527289699531972,0.20859313227109474,1.1881687422503424,8.221740739336084e-08,14.023456790123456,3.0359914543741606,0.061859775087435676
